,movieId,director
2841,3483,Q3590985
2842,3484,Q503966
2843,3489,Q8877
2844,3492,Q1352043
2845,3494,Q457250
2846,3496,Q55303
2847,3497,Q711415
2848,3498,Q271284
2849,3499,Q287607
2850,3500,Q186485
2851,3501,Q287451
2852,3502,Q991682
2853,3503,Q853
2854,3504,Q51559
2855,3505,Q707755
2856,3506,Q725520
2857,3507,Q1388109
2858,3508,Q43203
2859,3510,Q267524
2860,3511,Q913003
2861,3512,Q272952
2862,3513,Q51582
2863,3514,Q223117
2864,3515,Q6488485
2865,3516,Q919750
2866,3519,Q363653
2867,3521,Q191755
2868,3524,Q5506633
2869,3525,Q3337574
2870,3526,Q103646
2871,3527,Q270639
2872,3528,Q4636
2873,3529,Q95039
2874,3531,Q562434
2875,3534,Q254732
2876,3535,Q348868
2877,3536,Q125904
2878,3537,Q3290385
2879,3538,Q910181
2880,3539,Q722023
2881,3543,Q269692
2882,3544,Q369424
2883,3545,Q313256
2884,3546,Q95133
2885,3548,Q731760
2886,3549,Q51583
2887,3550,Q193648
2888,3551,Q55303
2889,3552,Q286890
2890,3553,Q721219
2891,3554,Q3106705
2892,3555,Q707494
2893,3556,Q193628
2894,3557,Q991798
2895,3559,Q882
2896,3563,Q1645420
2897,3564,Q912547
2898,3565,Q3299581
2899,3566,Q113139198
2900,3567,Q82275
2901,3568,Q106375396
2902,3569,Q133730
2903,3571,Q710131
2904,3572,Q4679789
2905,3573,Q1871869
2906,3574,Q107006726
2907,3576,Q11338
2908,3577,Q145173
2909,3578,Q56005
2910,3580,Q3379021
2911,3581,Q204537
2912,3584,Q1670475
2913,3586,Q545573
2914,3587,Q53011
2915,3590,Q3850049
2916,3590,Q3973219
2917,3591,Q1232155
2918,3592,Q958483
2919,3593,Q730169
2920,3594,Q967302
2921,3596,Q3218068
2922,3596,Q3476164
2923,3596,Q15963308
2924,3597,Q113450139
2925,3598,Q541368
2926,3599,Q630981
2927,3604,Q103788
2928,3606,Q48765
2929,3606,Q73089
2930,3608,Q56008
2931,3609,Q6565236
2932,3614,Q503720
2933,3615,Q3418313
2934,3615,Q22112683
2935,3616,Q442273
2936,3617,Q362824
2937,3618,Q25089
2938,3619,Q5462500
2939,3622,Q104266
2940,3623,Q55432
2941,3624,Q1852104
2942,3625,Q6271453
2943,3626,Q55282
2944,3627,Q3134025
2945,3628,Q927439
2946,3629,Q882
2947,3632,Q882
2948,3633,Q707773
2949,3634,Q262820
2950,3635,Q303891
2951,3637,Q229990
2952,3638,Q303891
2953,3639,Q363653
2954,3640,Q882
2955,3641,Q882
2956,3641,Q278657
2957,3643,Q2760196
2958,3646,Q545351
2959,3648,Q1351727
2960,3649,Q363989
2961,3652,Q345217
2962,3653,Q991554
2963,3654,Q456979
2964,3655,Q53018
2965,3658,Q711178
2966,3660,Q3703328
2967,3661,Q4116430
2968,3662,Q11319
2969,3663,Q350970
2970,3664,Q350970
2971,3667,Q3177481
2972,3668,Q53040
2973,3669,Q458766
2974,3671,Q104266
2975,3672,Q1982336
2976,3673,Q1982336
2977,3674,Q1982336
2978,3675,Q51491
2979,3675,Q3938200
2980,3676,Q2071
2981,3677,Q2032881
2982,3678,Q52997
2983,3679,Q441578
2984,3680,Q441578
2985,3681,Q164562
2986,3682,Q1338869
2987,3683,Q13595311
2988,3683,Q13595531
2989,3684,Q362061
2990,3685,Q51575
2991,3686,Q295207
2992,3687,Q958483
2993,3688,Q526359
2994,3689,Q526359
2995,3690,Q924650
2996,3691,Q3342653
2997,3692,Q183347
2998,3692,Q944978
2999,3692,Q3934891
3000,3693,Q183347
3001,3693,Q944978
3002,3694,Q183347
3003,3694,Q944978
3004,3695,Q183347
3005,3695,Q944978
3006,3696,Q1452257
3007,3697,Q709076
3008,3698,Q527306
3009,3699,Q95008
3010,3700,Q2141212
3011,3701,Q5592644
3012,3702,Q446960
3013,3703,Q446960
3014,3704,Q446960
3015,3704,Q3101803
3016,3705,Q547485
3017,3706,Q271284
3018,3707,Q373474
3019,3708,Q1532896
3020,3709,Q720893
3021,3710,Q1138633
3022,3711,Q3016485
3023,3712,Q382599
3024,3713,Q3431106
3025,3714,Q467785
3026,3715,Q968324
3027,3716,Q1340923
3028,3717,Q728362
3029,3719,Q55294
3030,3720,Q55218
3031,3723,Q53040
3032,3724,Q358370
3033,3725,Q315441
3034,3726,Q95008
3035,3727,Q34816
3036,3728,Q643246
3037,3729,Q365682
3038,3730,Q56094
3039,3731,Q966754
3040,3732,Q189526
3041,3733,Q977453
3042,3735,Q51559
3043,3736,Q51547
3044,3737,Q104027
3045,3737,Q927439
3046,3738,Q8877
3047,3739,Q51562
3048,3740,Q95008
3049,3741,Q215478
3050,3742,Q8003
3051,3743,Q2157678
3052,3744,Q363005
3053,3745,Q448957
3054,3745,Q667959
3055,3746,Q1709329
3056,3747,Q4727134
3057,3751,Q336206
3058,3751,Q1975096
3059,3752,Q888535
3060,3752,Q1368300
3061,3753,Q60100
3062,3754,Q3705901
3063,3755,Q65321
3064,3756,Q51577
3065,3758,Q6304164
3066,3760,Q51564
3067,3761,Q545573
3068,3763,Q3091066
3069,3764,Q726445
3070,3765,Q102711
3071,3766,Q11335
3072,3767,Q22246164
3073,3768,Q302418
3074,3769,Q59129
3075,3770,Q332315
3076,3771,Q922905
3077,3773,Q3110579
3078,3774,Q5300726
3079,3774,Q5541041
3080,3783,Q491809
3081,3784,Q470251
3082,3785,Q323201
3083,3786,Q441722
3084,3787,Q197311
3085,3788,Q55433
3086,3789,Q51559
3087,3790,Q5605667
3088,3791,Q711415
3089,3792,Q51133
3090,3793,Q220751
3091,3794,Q3312946
3092,3795,Q1275443
3093,3797,Q272678
3094,3798,Q187364
3095,3799,Q2538092
3096,3801,Q52997
3097,3802,Q1350663
3098,3806,Q456979
3099,3807,Q313341
3100,3807,Q1370307
3101,3808,Q53004
3102,3809,Q311319
3103,3810,Q707755
3104,3811,Q449220
3105,3812,Q25089
3106,3813,Q25089
3107,3814,Q25089
3108,3816,Q611429
3109,3819,Q1325171
3110,3821,Q339551
3111,3822,Q106709
3112,3823,Q380237
3113,3824,Q270672
3114,3825,Q16193745
3115,3826,Q129079
3116,3827,Q43203
3117,3830,Q113155427
3118,3831,Q365726
3119,3832,Q55438
3120,3833,Q6283566
3121,3834,Q43203
3122,3835,Q3607772
3123,3836,Q912200
3124,3837,Q720360
3125,3838,Q720360
3126,3839,Q720360
3127,3840,Q320211
3128,3841,Q506352
3129,3843,Q3938313
3130,3844,Q711415
3131,3845,Q383420
3132,3846,Q6143165
3133,3847,Q650046
3134,3849,Q51498
3135,3852,Q6179101
3136,3855,Q2265192
3137,3857,Q725006
3138,3858,Q314926
3139,3859,Q24640014
3140,3861,Q1138881
3141,3862,Q1510192
3142,3863,Q383768
3143,3864,Q2487109
3144,3865,Q51566
3145,3868,Q452794
3146,3869,Q452794
3147,3870,Q457269
3148,3871,Q51490
3149,3872,Q51583
3150,3873,Q289055
3151,3877,Q336024
3152,3879,Q643982
3153,3882,Q944763
3154,3884,Q3308148
3155,3888,Q2624537
3156,3889,Q11856301
3157,3893,Q965498
3158,3894,Q817359
3159,3895,Q23905794
3160,3896,Q337658
3161,3897,Q318287
3162,3898,Q465139
3163,3899,Q106375924
3164,3900,Q3728410
3165,3901,Q991765
3166,3906,Q709076
3167,3908,Q956822
3168,3909,Q1748401
3169,3910,Q133730
3170,3911,Q336074
3171,3912,Q187033
3172,3914,Q978649
3173,3915,Q467484
3174,3916,Q887636
3175,3917,Q298761
3176,3918,Q1305150
3177,3919,Q573338
3178,3920,Q55411
3179,3922,Q2662683
3180,3925,Q191755
3181,3926,Q740071
3182,3927,Q262735
3183,3928,Q769200
3184,3929,Q1292174
3185,3930,Q1351968
3186,3932,Q381831
3187,3933,Q7297692
3188,3937,Q172140
3189,3938,Q4749238
3190,3939,Q113119093
3191,3940,Q113471471
3192,3941,Q113456856
3193,3942,Q145422
3194,3943,Q51566
3195,3945,Q720771
3196,3945,Q2836036
3197,3946,Q973915
3198,3947,Q491809
3199,3948,Q524278
3200,3949,Q192762
3201,3950,Q295207
3202,3951,Q788314
3203,3952,Q432655
3204,3953,Q55163
3205,3955,Q3110579
3206,3957,Q718935
3207,3958,Q718935
3208,3959,Q731331
3209,3962,Q2622253
3210,3963,Q953753
3211,3964,Q579241
3212,3964,Q715807
3213,3964,Q3157236
3214,3965,Q285928
3215,3966,Q1283902
3216,3967,Q313506
3217,3968,Q286890
3218,3969,Q268881
3219,3971,Q113443095
3220,3972,Q706293
3221,3973,Q5637614
3222,3974,Q77593
3223,3977,Q385058
3224,3978,Q59215
3225,3979,Q345259
3226,3980,Q429544
3227,3981,Q19858148
3228,3983,Q968840
3229,3984,Q363653
3230,3985,Q361670
3231,3986,Q506352
3232,3987,Q3035907
3233,3988,Q103646
3234,3989,Q1344373
3235,3990,Q3499421
3236,3990,Q18542901
3237,3991,Q2336709
3238,3992,Q53045
3239,3993,Q176126
3240,3994,Q51489
3241,3996,Q160726
3242,3997,Q2310642
3243,3998,Q545573
3244,3999,Q282033
3245,4000,Q707755
3246,4002,Q311263
3247,4003,Q311263
3248,4005,Q545216
3249,4006,Q562128
3250,4006,Q6759770
3251,4007,Q179497
3252,4008,Q179497
3253,4009,Q179497
3254,4010,Q350422
3255,4011,Q192990
3256,4012,Q1176593
3257,4014,Q316051
3258,4015,Q690750
3259,4016,Q1555425
3260,4017,Q104791
3261,4018,Q235555
3262,4019,Q25186
3263,4020,Q275402
3264,4021,Q345379
3265,4022,Q187364
3266,4023,Q319204
3267,4024,Q773523
3268,4025,Q521262
3269,4027,Q13595311
3270,4027,Q13595531
3271,4029,Q269927
3272,4030,Q772880
3273,4031,Q202735
3274,4032,Q269692
3275,4033,Q707755
3276,4034,Q103917
3277,4035,Q380237
3278,4036,Q1273499
3279,4037,Q269927
3280,4039,Q51575
3281,4040,Q545669
3282,4041,Q545573
3283,4042,Q40531
3284,4043,Q721389
3285,4046,Q51495
3286,4047,Q759186
3287,4052,Q1373590
3288,4053,Q2075917
3289,4054,Q3524978
3290,4055,Q3132663
3291,4056,Q44221
3292,4061,Q467785
3293,4062,Q521262
3294,4063,Q3343815
3295,4064,Q722764
3296,4065,Q722764
3297,4066,Q323201
3298,4067,Q588745
3299,4068,Q4275637
3300,4069,Q350903
3301,4074,Q57316
3302,4077,Q722352
3303,4078,Q312088
3304,4079,Q51564
3305,4079,Q130034
3306,4079,Q366223
3307,4079,Q455279
3308,4079,Q1038375
3309,4080,Q376130
3310,4081,Q6708614
3311,4082,Q504627
3312,4083,Q726095
3313,4084,Q193648
3314,4085,Q363117
3315,4086,Q1670475
3316,4089,Q73007
3317,4090,Q6184295
3318,4090,Q16865964
3319,4091,Q2632767
3320,4092,Q3498899
3321,4093,Q361514
3322,4102,Q2159005
3323,4103,Q8877
3324,4104,Q5607525
3325,4105,Q275402
3326,4109,Q6175862
3327,4110,Q457559
3328,4111,Q56094
3329,4113,Q41871
3330,4115,Q2907674
3331,4116,Q2159005
3332,4117,Q55277
3333,4121,Q455279
3334,4123,Q454156
3335,4124,Q1707954
3336,4125,Q3372411
3337,4126,Q3290385
3338,4127,Q2160855
3339,4128,Q295207
3340,4129,Q1337411
3341,4130,Q4749238
3342,4131,Q270372
3343,4132,Q6830697
3344,4133,Q5525138
3345,4135,Q1452257
3346,4138,Q106270865
3347,4139,Q3376961
3348,4141,Q471552
3349,4142,Q1647046
3350,4143,Q1061316
3351,4144,Q55431
3352,4146,Q55411
3353,4147,Q2449260
3354,4148,Q56005
3355,4149,Q518868
3356,4152,Q309715
3357,4153,Q238638
3358,4153,Q1968839
3359,4154,Q921754
3360,4155,Q1106742
3361,4156,Q3038028
3362,4156,Q7172576
3363,4157,Q3330820
3364,4158,Q514859
3365,4159,Q23901322
3366,4160,Q106709
3367,4161,Q295463
3368,4164,Q459933
3369,4166,Q3701680
3370,4167,Q328814
3371,4168,Q329958
3372,4171,Q655877
3373,4174,Q269692
3374,4175,Q103917
3375,4178,Q285928
3376,4180,Q7815546
3377,4181,Q4908995
3378,4184,Q61859
3379,4187,Q1559143
3380,4189,Q51490
3381,4189,Q55260
3382,4190,Q434342
3383,4191,Q303891
3384,4193,Q1561788
3385,4194,Q55230
3386,4194,Q55234
3387,4195,Q486895
3388,4197,Q356303
3389,4198,Q318292
3390,4198,Q452643
3391,4200,Q1375852
3392,4202,Q3430649
3393,4203,Q1368884
3394,4204,Q263486
3395,4205,Q495813
3396,4207,Q727810
3397,4210,Q270097
3398,4211,Q504627
3399,4212,Q137489
3400,4214,Q374480
3401,4215,Q919992
3402,4217,Q51566
3403,4218,Q548834
3404,4219,Q2830556
3405,4220,Q95133
3406,4221,Q1232155
3407,4223,Q154490
3408,4224,Q494835
3409,4225,Q2342969
3410,4226,Q25191
3411,4228,Q2665938
3412,4229,Q8999922
3413,4231,Q224754
3414,4232,Q47284
3415,4233,Q3776570
3416,4234,Q55277
3417,4235,Q55215
3418,4236,Q6501599
3419,4236,Q113509719
3420,4237,Q229990
3421,4238,Q449104
3422,4239,Q654513
3423,4240,Q1042021
3424,4242,Q4908872
3425,4243,Q7325329
3426,4246,Q444638
3427,4247,Q3298323
3428,4248,Q3020873
3429,4248,Q3127820
3430,4251,Q504503
3431,4252,Q31637
3432,4254,Q1368884
3433,4255,Q315826
3434,4256,Q728360
3435,4259,Q435866
3436,4260,Q6277116
3437,4262,Q189526
3438,4263,Q56093
3439,4265,Q318712
3440,4267,Q962552
3441,4268,Q1333379
3442,4270,Q363402
3443,4273,Q266535
3444,4275,Q314301
3445,4276,Q356303
3446,4278,Q55415
3447,4280,Q51570
3448,4282,Q7371
3449,4284,Q443351
3450,4285,Q315087
3451,4289,Q7371
3452,4290,Q953627
3453,4291,Q956227
3454,4292,Q287451
3455,4293,Q287793
3456,4294,Q541764
3457,4296,Q455043
3458,4297,Q315062
3459,4298,Q260969
3460,4299,Q912327
3461,4300,Q55238
3462,4304,Q2264148
3463,4304,Q2964731
3464,4305,Q939894
3465,4306,Q432845
3466,4306,Q4011210
3467,4307,Q474266
3468,4308,Q250545
3469,4310,Q59259
3470,4312,Q288424
3471,4313,Q268840
3472,4316,Q19961070
3473,4317,Q454289
3474,4321,Q1303837
3475,4322,Q2141212
3476,4323,Q51114
3477,4325,Q55433
3478,4326,Q271284
3479,4327,Q361670
3480,4329,Q51581
3481,4329,Q61954995
3482,4333,Q26806
3483,4334,Q716700
3484,4337,Q59821
3485,4338,Q269505
3486,4339,Q31225
3487,4340,Q322842
3488,4342,Q446318
3489,4343,Q380272
3490,4344,Q728362
3491,4345,Q232902
3492,4345,Q316629
3493,4347,Q1681872
3494,4349,Q51537
3495,4350,Q4465
3496,4350,Q5174827
3497,4351,Q34816
3498,4353,Q725520
3499,4354,Q1703212
3500,4355,Q735355
3501,4356,Q51581
3502,4357,Q286104
3503,4359,Q51547
3504,4361,Q51522
3505,4366,Q1073959
3506,4366,Q1152051
3507,4367,Q442740
3508,4368,Q7612160
3509,4369,Q503966
3510,4370,Q8877
3511,4371,Q363005
3512,4372,Q944198
3513,4373,Q15079
3514,4374,Q4679450
3515,4378,Q1703182
3516,4380,Q57231
3517,4381,Q358356
3518,4383,Q491766
3519,4384,Q1357018
3520,4386,Q6504110
3521,4387,Q2964812
3522,4388,Q323201
3523,4389,Q470097
3524,4390,Q295015
3525,4390,Q2997003
3526,4392,Q25089
3527,4393,Q25089
3528,4394,Q2662683
3529,4395,Q53026
3530,4396,Q1230959
3531,4397,Q1230959
3532,4399,Q51545
3533,4402,Q95111
3534,4403,Q318292
3535,4404,Q55412
3536,4406,Q51114
3537,4407,Q179497
3538,4408,Q25089
3539,4409,Q25089
3540,4410,Q48987
3541,4412,Q11242214
3542,4419,Q60858
3543,4420,Q51583
3544,4422,Q7546
3545,4424,Q53004
3546,4426,Q95133
3547,4427,Q543124
3548,4428,Q51575
3549,4429,Q51575
3550,4432,Q716310
3551,4433,Q60858
3552,4434,Q53044
3553,4436,Q189526
3554,4437,Q53011
3555,4438,Q704161
3556,4439,Q77593
3557,4440,Q704161
3558,4441,Q16397
3559,4441,Q311219
3560,4441,Q1888426
3561,4442,Q1723945
3562,4443,Q458766
3563,4444,Q16397
3564,4445,Q736300
3565,4446,Q312525
3566,4447,Q721107
3567,4448,Q311319
3568,4449,Q3439025
3569,4450,Q714496
3570,4451,Q595112
3571,4452,Q295964
3572,4453,Q6132212
3573,4454,Q1900331
3574,4458,Q22323300
3575,4459,Q22323300
3576,4462,Q113503224
3577,4463,Q934027
3578,4464,Q240872
3579,4465,Q1703212
3580,4466,Q504461
3581,4467,Q25078
3582,4470,Q276186
3583,4471,Q361443
3584,4473,Q735355
3585,4474,Q315087
3586,4475,Q464903
3587,4476,Q448604
3588,4477,Q1340565
3589,4478,Q51537
3590,4480,Q725006
3591,4482,Q977453
3592,4483,Q2837668
3593,4484,Q993643
3594,4487,Q707755
3595,4488,Q102711
3596,4489,Q51564
3597,4490,Q1561788
3598,4492,Q545669
3599,4495,Q519772
3600,4496,Q3438025
3601,4496,Q4767678
3602,4497,Q719827
3603,4498,Q1001362
3604,4499,Q311319
3605,4500,Q55282
3606,4502,Q5607525
3607,4504,Q5217295
3608,4505,Q260125
3609,4506,Q51552
3610,4508,Q350717
3611,4509,Q1138881
3612,4511,Q55428
3613,4516,Q2927491
3614,4517,Q26263374
3615,4518,Q55249
3616,4519,Q448957
3617,4520,Q2351528
3618,4521,Q495813
3619,4522,Q2003193
3620,4523,Q59215
3621,4524,Q270560
3622,4526,Q495813
3623,4527,Q8017559
3624,4529,Q61128
3625,4531,Q350422
3626,4533,Q498430
3627,4534,Q5534071
3628,4535,Q328660
3629,4537,Q51559
3630,4541,Q223992
3631,4544,Q2572548
3632,4545,Q547485
3633,4546,Q345994
3634,4552,Q738544
3635,4553,Q95008
3636,4557,Q56094
3637,4558,Q380272
3638,4562,Q3524807
3639,4563,Q267138
3640,4564,Q8877
3641,4565,Q328555
3642,4568,Q36477574
3643,4571,Q545669
3644,4572,Q56005
3645,4573,Q2141036
3646,4574,Q543563
3647,4577,Q189526
3648,4578,Q490198
3649,4580,Q1386207
3650,4581,Q932508
3651,4583,Q3178864
3652,4584,Q1761603
3653,4585,Q427308
3654,4587,Q722023
3655,4589,Q3850049
3656,4591,Q166159
3657,4593,Q51559
3658,4594,Q83859
3659,4595,Q309715
3660,4597,Q363458
3661,4599,Q1670475
3662,4600,Q3524807
3663,4602,Q43874
3664,4603,Q449220
3665,4605,Q991798
3666,4608,Q314301
3667,4610,Q1106742
3668,4611,Q350422
3669,4612,Q363231
3670,4613,Q2160855
3671,4614,Q1177260
3672,4614,Q1900017
3673,4615,Q77593
3674,4616,Q260125
3675,4617,Q1691559
3676,4619,Q22917876
3677,4621,Q442273
3678,4622,Q519772
3679,4623,Q720293
3680,4624,Q4465
3681,4625,Q539685
3682,4626,Q3498899
3683,4628,Q25089
3684,4628,Q41148
3685,4628,Q56094
3686,4629,Q1700561
3687,4630,Q3525240
3688,4632,Q504461
3689,4634,Q41136
3690,4635,Q1001362
3691,4636,Q719827
3692,4638,Q352948
3693,4639,Q919992
3694,4640,Q26372
3695,4641,Q918283
3696,4642,Q443995
3697,4643,Q56008
3698,4644,Q1010227
3699,4645,Q53834
3700,4646,Q6213554
3701,4649,Q561133
3702,4653,Q346508
3703,4654,Q3445566
3704,4658,Q263730
3705,4660,Q1651660
3706,4661,Q942796
3707,4662,Q455043
3708,4663,Q1232155
3709,4666,Q56093
3710,4670,Q332315
3711,4671,Q230448
3712,4672,Q939117
3713,4673,Q55208
3714,4673,Q16731822
3715,4675,Q358356
3716,4676,Q374480
3717,4677,Q506352
3718,4678,Q113586135
3719,4679,Q311263
3720,4681,Q26806
3721,4683,Q1071497
3722,4686,Q36843426
3723,4687,Q55303
3724,4688,Q449220
3725,4689,Q53011
3726,4690,Q56094
3727,4695,Q167023
3728,4697,Q723745
3729,4699,Q503452
3730,4700,Q315087
3731,4701,Q319204
3732,4703,Q238315
3733,4704,Q51581
3734,4704,Q61954995
3735,4705,Q274411
3736,4708,Q49760
3737,4709,Q505141
3738,4710,Q358322
3739,4711,Q7615002
3740,4713,Q55249
3741,4714,Q1001362
3742,4715,Q312088
3743,4717,Q1888426
3744,4718,Q8999922
3745,4719,Q888535
3746,4719,Q1368300
3747,4719,Q3387973
3748,4719,Q7817597
3749,4720,Q274070
3750,4721,Q518696
3751,4722,Q1712168
3752,4723,Q3476266
3753,4723,Q5239781
3754,4725,Q598238
3755,4727,Q51516
3756,4728,Q363666
3757,4732,Q96739386
3758,4733,Q25089
3759,4734,Q489831
3760,4735,Q95008
3761,4736,Q1274453
3762,4738,Q598238
3763,4740,Q49017
3764,4740,Q436712
3765,4741,Q319849
3766,4743,Q29530253
3767,4744,Q946039
3768,4745,Q515095
3769,4748,Q470251
3770,4749,Q36475856
3771,4750,Q495748
3772,4754,Q3437083
3773,4756,Q458766
3774,4757,Q545669
3775,4759,Q70603306
3776,4765,Q720615
3777,4766,Q504627
3778,4769,Q1424757
3779,4770,Q3014648
3780,4771,Q913003
3781,4772,Q2907674
3782,4773,Q16730994
3783,4774,Q317567
3784,4775,Q31293
3785,4776,Q465139
3786,4777,Q15458432
3787,4780,Q55258
3788,4782,Q314485
3789,4783,Q3101452
3790,4784,Q167023
3791,4785,Q55443
3792,4786,Q946315
3793,4787,Q41351
3794,4788,Q726105
3795,4789,Q189526
3796,4792,Q934087
3797,4794,Q53011
3798,4795,Q1559143
3799,4796,Q48765
3800,4798,Q48765
3801,4799,Q73136
3802,4800,Q725060
3803,4800,Q5534433
3804,4801,Q51495
3805,4802,Q56093
3806,4803,Q43203
3807,4804,Q51492
3808,4808,Q345994
3809,4809,Q51537
3810,4810,Q573730
3811,4811,Q348059
3812,4812,Q550658
3813,4813,Q1668173
3814,4814,Q1494859
3815,4815,Q951522
3816,4816,Q47100
3817,4818,Q106271511
3818,4821,Q1699742
3819,4822,Q2037657
3820,4823,Q1333379
3821,4825,Q254152
3822,4826,Q262479
3823,4827,Q66774
3824,4828,Q44515
3825,4830,Q95039
3826,4830,Q966078
3827,4831,Q464973
3828,4833,Q724100
3829,4835,Q350717
3830,4836,Q54480040
3831,4840,Q53002
3832,4844,Q269692
3833,4845,Q3434224
3834,4846,Q460297
3835,4847,Q289054
3836,4848,Q2071
3837,4849,Q232941
3838,4850,Q30924702
3839,4852,Q1356510
3840,4855,Q358322
3841,4857,Q309214
3842,4860,Q113119066
3843,4862,Q2924898
3844,4863,Q314926
3845,4864,Q5858604
3846,4865,Q2638168
3847,4865,Q13639108
3848,4866,Q432655
3849,4867,Q237659
3850,4871,Q6984188
3851,4873,Q40035
3852,4874,Q387412
3853,4876,Q2031570
3854,4877,Q16730387
3855,4878,Q711022
3856,4879,Q939117
3857,4880,Q950428
3858,4881,Q13595311
3859,4883,Q718596
3860,4885,Q942796
3861,4886,Q357627
3862,4886,Q380920
3863,4886,Q919608
3864,4887,Q698951
3865,4888,Q40035
3866,4889,Q269927
3867,4890,Q888535
3868,4890,Q1368300
3869,4893,Q5496503
3870,4896,Q75079
3871,4898,Q62566782
3872,4899,Q2439943
3873,4900,Q18543326
3874,4900,Q18543340
3875,4901,Q193648
3876,4902,Q219124
3877,4903,Q670296
3878,4909,Q295207
3879,4911,Q25078
3880,4912,Q51495
3881,4914,Q53001
3882,4915,Q720360
3883,4916,Q606380
3884,4917,Q1707954
3885,4919,Q484779
3886,4920,Q323243
3887,4921,Q56014
3888,4925,Q2158298
3889,4926,Q983068
3890,4927,Q55424
3891,4928,Q51545
3892,4929,Q262130
3893,4932,Q189526
3894,4936,Q271284
3895,4939,Q558149
3896,4941,Q491809
3897,4942,Q3081707
3898,4945,Q3161072
3899,4946,Q3498879
3900,4947,Q43203
3901,4951,Q16193642
3902,4952,Q491809
3903,4953,Q320259
3904,4954,Q285928
3905,4956,Q953520
3906,4957,Q43203
3907,4958,Q860608
3908,4959,Q376130
3909,4961,Q113351855
3910,4962,Q107404
3911,4963,Q103917
3912,4964,Q81770
3913,4965,Q7147685
3914,4966,Q1351968
3915,4967,Q313497
3916,4969,Q55388
3917,4970,Q78719
3918,4971,Q270560
3919,4973,Q217324
3920,4974,Q6213472
3921,4975,Q318287
3922,4976,Q657354
3923,4977,Q55211
3924,4978,Q2744017
3925,4979,Q223687
3926,4980,Q713032
3927,4981,Q5112903
3928,4985,Q137489
3929,4987,Q489540
3930,4988,Q3176432
3931,4989,Q766818
3932,4990,Q3180848
3933,4991,Q328483
3934,4992,Q433893
3935,4993,Q4465
3936,4994,Q295445
3937,4995,Q103646
3938,4998,Q73136
3939,4998,Q61954995
3940,5004,Q56093
3941,5007,Q260969
3942,5008,Q51547
3943,5009,Q270097
3944,5010,Q56005
3945,5011,Q438911
3946,5012,Q4636
3947,5013,Q55163
3948,5014,Q3177700
3949,5015,Q28497
3950,5016,Q316051
3951,5021,Q2158298
3952,5023,Q6984121
3953,5025,Q1678831
3954,5026,Q950697
3955,5027,Q350422
3956,5028,Q698710
3957,5033,Q703727
3958,5034,Q188726
3959,5039,Q3852272
3960,5040,Q262735
3961,5041,Q315441
3962,5046,Q1494859
3963,5047,Q562063
3964,5048,Q912547
3965,5049,Q350422
3966,5051,Q241546
3967,5053,Q1635281
3968,5054,Q599657
3969,5055,Q503966
3970,5059,Q44131
3971,5060,Q55163
3972,5062,Q262820
3973,5063,Q34012
3974,5064,Q464903
3975,5065,Q662257
3976,5066,Q350903
3977,5068,Q710763
3978,5069,Q2571816
3979,5071,Q548823
3980,5072,Q2609816
3981,5073,Q25100
3982,5074,Q504656
3983,5075,Q5524788
3984,5076,Q363402
3985,5077,Q295207
3986,5080,Q5268203
3987,5081,Q1688756
3988,5083,Q1766199
3989,5088,Q432246
3990,5092,Q323076
3991,5093,Q504461
3992,5094,Q270639
3993,5095,Q22016598
3994,5096,Q7147518
3995,5099,Q959677
3996,5102,Q379811
3997,5103,Q1175381
3998,5105,Q51541
3999,5106,Q2624537
4000,5107,Q267524
4001,5108,Q431191
4002,5109,Q5296833
4003,5109,Q9069962
4004,5110,Q967544
4005,5111,Q332315
4006,5112,Q703727
4007,5113,Q53004
4008,5114,Q51535
4009,5116,Q51535
4010,5120,Q51583
4011,5121,Q44131
4012,5127,Q722135
4013,5128,Q2397306
4014,5131,Q112467753
4015,5134,Q23829999
4016,5135,Q466320
4017,5136,Q3827140
4018,5137,Q5300830
4019,5139,Q1561788
4020,5146,Q2593083
4021,5147,Q7546
4022,5151,Q717498
4023,5152,Q1339625
4024,5155,Q722764
4025,5156,Q722764
4026,5159,Q4909786
4027,5165,Q345217
4028,5168,Q48765
4029,5170,Q3814796
4030,5171,Q27419
4031,5177,Q24829
4032,5177,Q59821
4033,5178,Q2127063
4034,5181,Q322656
4035,5187,Q460090
4036,5189,Q452643
4037,5189,Q4859217
4038,5197,Q759186
4039,5198,Q457559
4040,5202,Q218022
4041,5205,Q320259
4042,5209,Q508248
4043,5212,Q5482904
4044,5213,Q921434
4045,5214,Q287793
4046,5218,Q185655
4047,5218,Q518632
4048,5219,Q380608
4049,5220,Q1852104
4050,5221,Q2916196
4051,5222,Q970879
4052,5224,Q2939309
4053,5224,Q6318386
4054,5225,Q28028
4055,5226,Q487094
4056,5231,Q983092
4057,5237,Q942796
4058,5238,Q2141212
4059,5239,Q3157204
4060,5240,Q114220708
4061,5241,Q3163259
4062,5244,Q3028216
4063,5244,Q3435420
4064,5246,Q1230959
4065,5247,Q1230959
4066,5248,Q354133
4067,5250,Q104049
4068,5254,Q219124
4069,5255,Q1400238
4070,5256,Q113517868
4071,5258,Q2296698
4072,5265,Q26806
4073,5266,Q184903
4074,5267,Q1361200
4075,5268,Q446294
4076,5269,Q84199
4077,5272,Q117071
4078,5275,Q41148
