,movieId,imdbId,tmdbId,wikidataURI
1814,2414,0090357,11904,Q636906
1815,2415,0092173,215875,Q7933322
1816,2416,0090685,15596,Q598633
1817,2417,0091188,13818,Q625429
1818,2418,0091653,29968,Q1781116
1819,2419,0091024,44326,Q505525
1820,2420,0087538,1885,Q846679
1821,2421,0091326,8856,Q1418251
1822,2422,0097647,10495,Q1586077
1823,2423,0097958,5825,Q1421476
1824,2424,0128853,9489,Q284229
1825,2425,0120706,16885,Q1193842
1826,2427,0120863,8741,Q221491
1827,2428,0133751,9276,Q373267
1828,2429,0120751,9822,Q525128
1829,2430,0041650,39314,Q1640553
1830,2431,0129290,10312,Q782822
1831,2432,0120686,9441,Q267018
1832,2433,0120633,9422,Q206886
1833,2435,0119336,24525,Q1413292
1834,2436,0120857,10368,Q1703467
1835,2439,0118564,31662,Q1193825
1836,2442,0150915,46992,Q1424066
1837,2443,0145734,825,Q1423767
1838,2445,0132512,15556,Q759389
1839,2446,0120710,28902,Q1687420
1840,2447,0139699,14709,Q549889
1841,2448,0120458,9423,Q118914
1842,2450,0091225,10658,Q1146570
1843,2451,0093075,6917,Q2735120
1844,2453,0090768,24086,Q650677
1845,2454,0051622,11815,Q1212494
1846,2455,0091064,9426,Q468700
1847,2456,0097368,10344,Q468703
1848,2457,0091875,15698,Q1221378
1849,2458,0090660,2620,Q687804
1850,2459,0072271,30497,Q886597
1851,2460,0092076,16337,Q334185
1852,2462,0110978,16780,Q334179
1853,2463,0091877,12151,Q684697
1854,2465,0090917,33278,Q974771
1855,2467,0091605,192,Q155018
1856,2468,0091306,10945,Q492604
1857,2469,0091738,10013,Q903257
1858,2470,0090555,9671,Q615254
1859,2471,0092493,9396,Q1140745
1860,2472,0092105,11038,Q634115
1861,2473,0091991,12278,Q1778009
1862,2474,0090863,11873,Q470916
1863,2475,0090567,18588,Q242764
1864,2476,0091187,10015,Q741196
1865,2477,0091055,12715,Q1409792
1866,2478,0092086,8388,Q249288
1867,2481,0151691,8129,Q1917949
1868,2482,0149151,1618,Q934960
1869,2483,0112922,10722,Q1312929
1870,2485,0160862,10314,Q464584
1871,2488,0054167,11167,Q478395
1872,2490,0120784,2112,Q279057
1873,2491,0145893,16172,Q1263687
1874,2492,0138987,111794,Q4630542
1875,2493,0128133,9524,Q329007
1876,2494,0174852,20595,Q571014
1877,2495,0070544,16306,Q477687
1878,2496,0124298,11622,Q678306
1879,2497,0139462,10207,Q49021
1880,2498,0120764,9849,Q682191
1881,2500,0155776,18892,Q1199877
1882,2501,0132477,13466,Q1141420
1883,2502,0151804,1542,Q1044523
1884,2503,0156901,43978,Q595660
1885,2504,0137338,15256,Q40071
1886,2505,0134273,8224,Q274973
1887,2506,0123209,18417,Q1493723
1888,2511,0070334,1847,Q1197489
1889,2512,0084390,42113,Q1140513
1890,2513,0098084,8913,Q908213
1891,2514,0105128,10906,Q1079636
1892,2515,0106557,25748,Q467947
1893,2516,0109415,25749,Q368109
1894,2517,0085333,8769,Q753449
1895,2518,0084412,14742,Q997228
1896,2520,0065377,10671,Q409022
1897,2521,0071110,27932,Q392924
1898,2522,0075648,7227,Q1346658
1899,2523,0076636,10670,Q340911
1900,2524,0072308,5919,Q372959
1901,2525,0080354,33518,Q259937
1902,2526,0079550,40160,Q1529877
1903,2527,0070909,2362,Q503343
1904,2528,0074812,10803,Q503018
1905,2529,0063442,871,Q59534
1906,2530,0065462,1685,Q469620
1907,2531,0069768,1705,Q469654
1908,2532,0068408,1688,Q469646
1909,2533,0067065,1687,Q469639
1910,2534,0077189,166680,Q1110238
1911,2535,0071455,11123,Q500280
1912,2537,0078856,31638,Q1450305
1913,2538,0175550,113286,Q5215364
1914,2539,0122933,9535,Q1141746
1915,2540,0142192,9455,Q1135394
1916,2541,0139134,796,Q64151
1917,2542,0120735,100,Q851095
1918,2544,0157208,77936,Q1505317
1919,2546,0120646,30943,Q608424
1920,2548,0144814,7341,Q532461
1921,2549,0131646,10350,Q1930608
1922,2550,0057129,11772,Q865987
1923,2551,0094964,9540,Q635569
1924,2552,0107626,31503,Q1779279
1925,2553,0054443,11773,Q658009
1926,2554,0056931,30202,Q3425632
1927,2555,0118665,22345,Q3079834
1928,2557,0157016,1567,Q631936
1929,2558,0141098,1641,Q40182
1930,2559,0160429,47288,Q467516
1931,2560,0129332,10212,Q2133691
1932,2561,0139668,10354,Q1305799
1933,2563,0118892,8583,Q187999
1934,2565,0049408,16520,Q27149
1935,2566,0187819,16508,Q2625713
1936,2567,0131369,11374,Q386291
1937,2568,0120757,16379,Q753633
1938,2570,0120613,28029,Q2604363
1939,2571,0133093,603,Q83495
1940,2572,0147800,4951,Q169082
1941,2573,0120274,65749,Q2116212
1942,2574,0129280,8970,Q683129
1943,2575,0120449,9840,Q1708290
1944,2577,0119665,30950,Q130297
1945,2579,0154506,11660,Q685817
1946,2580,0139239,9430,Q1533374
1947,2581,0151738,11355,Q463765
1948,2582,0105399,18764,Q2093119
1949,2583,0126250,9465,Q662838
1950,2585,0133363,1414,Q224985
1951,2586,0119219,49981,Q649506
1952,2587,0123964,6522,Q1534737
1953,2589,0143261,114719,Q3753288
1954,2590,0136244,10209,Q948633
1955,2593,0110570,22826,Q19352
1956,2594,0125659,1902,Q1136400
1957,2596,0133189,6396,Q2061259
1958,2597,0120836,39964,Q1519913
1959,2598,0120797,12596,Q1339513
1960,2599,0126886,9451,Q1206261
1961,2600,0120907,1946,Q1050838
1962,2605,0137494,1844,Q578873
1963,2606,0138510,6552,Q1213829
1964,2607,0162973,24584,Q1519907
1965,2609,0115669,25471,Q1125573
1966,2611,0155388,28519,Q4378029
1967,2612,0037913,3309,Q979726
1968,2613,0087799,18462,Q743872
1969,2614,0090837,28941,Q400261
1970,2615,0089652,18252,Q1475607
1971,2616,0099422,8592,Q1209853
1972,2617,0120616,564,Q202508
1973,2618,0118826,13852,Q2471493
1974,2620,0120865,25232,Q7785876
1975,2622,0140379,10210,Q1305200
1976,2623,0160298,53862,Q7843737
1977,2624,0165078,17962,Q1139458
1978,2625,0115693,9460,Q880396
1979,2628,0120915,1893,Q165713
1980,2629,0166252,31342,Q949305
1981,2630,0149723,44297,Q2276844
1982,2632,0059643,8785,Q2342429
1983,2633,0023245,15849,Q909071
1984,2634,0053085,18990,Q543727
1985,2639,0082766,15660,Q282827
1986,2640,0078346,1924,Q213053
1987,2641,0081573,8536,Q267672
1988,2642,0086393,9531,Q528095
1989,2643,0094074,11411,Q1123006
1990,2644,0021814,138,Q279378
1991,2648,0021884,3035,Q546829
1992,2651,0035899,3076,Q1444712
1993,2652,0050280,3079,Q1444756
1994,2654,0034398,13666,Q431873
1995,2655,0089308,29794,Q1093977
1996,2656,0048696,9077,Q958007
1997,2657,0073629,36685,Q751921
1998,2659,0084156,30168,Q6091608
1999,2660,0044121,10785,Q1138425
2000,2661,0045920,19483,Q781980
2001,2662,0046534,8974,Q1113303
2002,2664,0049366,11549,Q45386
2003,2665,0049169,18158,Q1428430
2004,2668,0084745,17918,Q1810512
2005,2669,0053183,37305,Q3047084
2006,2670,0052151,18784,Q1741380
2007,2671,0125439,509,Q200672
2008,2672,0139809,1090,Q630289
2009,2674,0126859,15059,Q7748515
2010,2676,0128278,12117,Q1664705
2011,2677,0186508,11779,Q774269
2012,2681,0141105,13533,Q5499812
2013,2682,0164085,62676,Q739509
2014,2683,0145660,817,Q487978
2015,2686,0120802,14283,Q376144
2016,2687,0120855,37135,Q208696
2017,2688,0144214,2275,Q1425487
2018,2690,0122541,24137,Q1027247
2019,2691,0120731,10376,Q1146711
2020,2692,0130827,104,Q468697
2021,2693,0120370,15800,Q1098030
2022,2694,0142342,9032,Q509025
2023,2695,0139898,13821,Q7719728
2024,2696,0119038,9421,Q655315
2025,2697,0119743,55955,Q3319890
2026,2698,0120554,67067,Q8073901
2027,2699,0099052,6488,Q624609
2028,2700,0158983,9473,Q656118
2029,2701,0120891,8487,Q740528
2030,2702,0162677,10279,Q1150713
2031,2706,0163651,2105,Q220713
2032,2707,0137363,1073,Q675746
2033,2708,0137439,10239,Q1609534
2034,2709,0158811,10208,Q1458649
2035,2710,0185937,2667,Q644554
2036,2712,0120663,345,Q209481
2037,2713,0139414,9825,Q1753661
2038,2716,0087332,620,Q108745
2039,2717,0097428,2978,Q492214
2040,2718,0157503,10490,Q698492
2041,2719,0171363,11618,Q786019
2042,2720,0141369,332,Q1535654
2043,2722,0149261,8914,Q599095
2044,2723,0132347,9824,Q1084074
2045,2724,0163187,4806,Q1160813
2046,2725,0162830,33430,Q3232815
2047,2726,0049406,247,Q592072
2048,2727,0048254,10056,Q936477
2049,2728,0054331,967,Q108297
2050,2729,0056193,802,Q536560
2051,2730,0072684,3175,Q471716
2052,2731,0053198,147,Q162331
2053,2732,0055032,1628,Q512350
2054,2733,0096378,21185,Q1515725
2055,2734,0091557,11120,Q1479291
2056,2735,0091129,10136,Q759447
2057,2736,0090774,32060,Q17512010
2058,2737,0092585,48686,Q2363323
2059,2738,0090886,48259,Q1169380
2060,2739,0088939,873,Q223299
2061,2740,0091343,48660,Q20649792
2062,2741,0091637,26789,Q1533060
2063,2742,0092068,3934,Q318838
2064,2743,0091613,108312,Q3898257
2065,2744,0091699,198469,Q3887056
2066,2745,0091530,11416,Q302490
2067,2746,0091419,10776,Q1199259
2068,2747,0054033,24452,Q500296
2069,2748,0092534,9710,Q1542674
2070,2749,0091554,31924,Q1195881
2071,2750,0093818,30890,Q685109
2072,2751,0093051,24081,Q1962468
2073,2752,0093690,20242,Q635299
2074,2754,0092850,66194,Q5245719
2075,2757,0083967,3526,Q926198
2076,2759,0144168,16406,Q1471500
2077,2761,0129167,10386,Q867283
2078,2762,0167404,745,Q183063
2079,2763,0155267,913,Q1216770
2080,2764,0063688,912,Q1479998
2081,2765,0122515,12229,Q1536361
2082,2766,0168449,67323,Q7712634
2083,2769,0138946,19457,Q137800
2084,2770,0131325,11353,Q895440
2085,2771,0120620,17707,Q925562
2086,2772,0165710,9781,Q1304457
2087,2774,0168987,18212,Q832444
2088,2775,0138487,13817,Q2700562
2089,2779,0077663,12185,Q637180
2090,2782,0055304,28501,Q1170048
2091,2784,0058333,25319,Q2225929
2092,2786,0091178,24103,Q692482
2093,2787,0088889,10552,Q1071567
2094,2788,0066765,9267,Q16403
2095,2789,0077394,10766,Q1158528
2096,2790,0082377,10768,Q807742
2097,2791,0080339,813,Q497256
2098,2792,0083530,2665,Q502303
2099,2793,0118604,9406,Q467283
2100,2794,0089670,11418,Q1538224
2101,2795,0085995,11153,Q1219310
2102,2796,0095188,14170,Q1474737
2103,2797,0094737,2280,Q858467
2104,2798,0100419,11077,Q2075493
2105,2799,0102719,28597,Q1305117
2106,2800,0104740,22611,Q2411962
2107,2801,0119843,39780,Q2033052
2108,2802,0096244,10396,Q1423568
2109,2803,0107798,9944,Q728404
2110,2804,0085334,850,Q556933
2111,2805,0130121,10154,Q1756554
2112,2806,0133046,10342,Q1541608
2113,2807,0176269,10366,Q225958
2114,2808,0105698,9349,Q640547
2115,2810,0156887,10494,Q1205051
2116,2812,0160401,22314,Q2740660
2117,2813,0181833,51679,Q1211256
2118,2815,0091278,11037,Q39956
2119,2816,0095382,11955,Q39960
2120,2817,0103617,2038,Q39969
2121,2818,0113438,28737,Q1199649
2122,2819,0073802,11963,Q458033
2123,2820,0058175,141489,Q7324476
2124,2822,0104839,9096,Q1632217
2125,2824,0181733,113273,Q7091526
2126,2826,0120657,1911,Q748030
2127,2827,0138304,2900,Q785072
2128,2828,0160236,17709,Q904256
2129,2829,0164108,37718,Q203778
2130,2835,0163579,2162,Q1192764
2131,2836,0125971,14578,Q731261
2132,2837,0126810,40694,Q2356859
2133,2839,0157183,49184,Q1423485
2134,2840,0145531,10307,Q1457030
2135,2841,0164181,11601,Q975358
2136,2843,0118843,1075,Q159808
2137,2844,0151582,21719,Q625309
2138,2846,0097050,47951,Q1932371
2139,2847,0031762,43832,Q1501765
2140,2848,0045251,47697,Q2704454
2141,2851,0081454,,
2142,2852,0088146,26522,Q1624196
2143,2856,0059297,28295,Q508112
2144,2857,0063823,12105,Q1131791
2145,2858,0169547,14,Q25139
2146,2859,0088178,24128,Q2351784
2147,2860,0181316,11001,Q1192922
2148,2861,0126916,10390,Q777591
2149,2862,0080491,9453,Q217685
2150,2863,0058182,704,Q913311
2151,2865,0173390,142132,Q3503064
2152,2866,0077280,24153,Q1211819
2153,2867,0089175,11797,Q371456
2154,2868,0097390,18086,Q1293934
2155,2870,0061385,17887,Q367610
2156,2871,0068473,10669,Q814778
2157,2872,0082348,11527,Q206461
2158,2874,0050814,40867,Q1298926
2159,2875,0108185,1049,Q918901
2160,2876,0111419,28032,Q965266
2161,2877,0073812,11326,Q1419797
2162,2878,0082511,28377,Q1765497
2163,2879,0099558,10975,Q1549966
2164,2880,0091431,10974,Q1199513
2165,2881,0150377,10398,Q73651
2166,2882,0120716,2290,Q240894
2167,2883,0140397,24071,Q137595
2168,2884,0129884,62994,Q822958
2169,2885,0160338,60994,Q579541
2170,2886,0159421,16112,Q735716
2171,2887,0168172,32305,Q3484448
2172,2888,0164114,14429,Q774735
2173,2889,0134618,15198,Q1956926
2174,2890,0120188,6415,Q1357016
2175,2891,0162360,24066,Q783122
2176,2892,0133122,21430,Q976048
2177,2893,0134033,10381,Q137130
2178,2894,0194314,171982,Q1752790
2179,2896,0060095,60285,Q448463
2180,2897,0087188,5622,Q18437
2181,2898,0106664,10349,Q940066
2182,2899,0031397,42518,Q246418
2183,2900,0095652,29787,Q198557
2184,2901,0079714,9638,Q612740
2185,2902,0086154,10576,Q1475321
2186,2903,0091799,12662,Q1635514
2187,2905,0056443,11712,Q575014
2188,2906,0156934,12618,Q278550
2189,2907,0167427,13824,Q2564319
2190,2908,0171804,226,Q465646
2191,2912,0165854,10388,Q1382199
2192,2915,0086200,9346,Q1325589
2193,2916,0100802,861,Q222018
2194,2917,0082089,14412,Q472096
2195,2918,0091042,9377,Q498906
2196,2919,0086617,11541,Q505148
2197,2921,0068699,11901,Q906705
2198,2922,0061747,4929,Q1427026
2199,2924,0080179,11230,Q838514
2200,2925,0065571,8416,Q1198812
2201,2926,0095270,11054,Q1528825
2202,2927,0037558,851,Q814296
2203,2928,0087980,24453,Q504101
2204,2929,0082979,18254,Q597239
2205,2930,0176093,56235,Q7317370
2206,2931,0097223,20123,Q615979
2207,2932,0077405,16642,Q670378
2208,2935,0033804,3086,Q1212344
2209,2936,0034240,16305,Q1065711
2210,2937,0035169,32255,Q391515
2211,2939,0046126,19997,Q1347783
2212,2940,0038559,3767,Q382307
2213,2941,0052225,17352,Q2610975
2214,2942,0085549,535,Q611043
2215,2943,0104507,2731,Q1130644
2216,2944,0061578,1654,Q470735
2217,2946,0059260,14831,Q1131815
2218,2947,0058150,658,Q106440
2219,2948,0057076,657,Q106571
2220,2949,0055928,646,Q102754
2221,2950,0080453,5689,Q83767
2222,2951,0058461,391,Q76479
2223,2952,0119256,8052,Q1752509
2224,2953,0104431,772,Q221202
2225,2956,0094008,31650,Q1195568
2226,2959,0137523,550,Q190050
2227,2961,0160916,12220,Q482545
2228,2962,0119114,1610,Q774416
2229,2964,0192194,42881,Q3109438
2230,2965,0203408,29064,Q1940818
2231,2966,0166896,404,Q1139454
2232,2967,0048977,42196,Q164008
2233,2968,0081633,36819,Q1426318
2234,2969,0061138,42726,Q261403
2235,2970,0083946,9343,Q698111
2236,2971,0078754,16858,Q1353441
2237,2972,0093206,42006,Q166588
2238,2973,0097123,11562,Q181555
2239,2974,0200469,10496,Q810889
2240,2975,0168501,16162,Q1483532
2241,2976,0163988,8649,Q599013
2242,2977,0142201,31306,Q2521211
2243,2978,0144640,10563,Q665126
2244,2979,0172627,14484,Q890074
2245,2982,0099710,32043,Q1169328
2246,2983,0059319,15247,Q1517616
2247,2984,0067527,29251,Q1333654
2248,2985,0093870,5548,Q372514
2249,2986,0100502,5549,Q834021
2250,2987,0096438,856,Q379873
2251,2988,0081150,38772,Q1419410
2252,2989,0082398,699,Q332330
2253,2990,0097742,709,Q309086
2254,2991,0070328,253,Q27204
2255,2992,0091829,13511,Q4503290
2256,2993,0059800,660,Q107724
2257,2995,0185371,11377,Q1057264
2258,2996,0166943,26149,Q1117936
2259,2997,0120601,492,Q649165
2260,3000,0119698,128,Q186572
2261,3002,0200849,8672,Q592300
2262,3003,0170705,8056,Q228293
2263,3004,0120596,2020,Q590869
2264,3005,0145681,9481,Q581178
2265,3006,0140352,9008,Q463832
2266,3007,0181288,14242,Q2886086
2267,3008,0156729,16129,Q574034
2268,3010,0200071,11489,Q1907380
2269,3011,0065088,28145,Q1140171
2270,3013,0099180,18111,Q913558
2271,3014,0082121,31361,Q5002194
2272,3015,0077355,11223,Q498383
2273,3016,0083767,16281,Q744102
2274,3017,0092796,16288,Q1139518
2275,3018,0089885,1694,Q1537343
2276,3019,0097240,476,Q1261193
2277,3020,0106856,37094,Q289598
2278,3021,0082427,13555,Q2736572
2279,3022,0017925,961,Q850159
2280,3024,0078087,24831,Q1140216
2281,3028,0061407,25560,Q1198059
2282,3029,0082817,21610,Q1535201
2283,3030,0055630,11878,Q20475
2284,3031,0100475,11510,Q634582
2285,3032,0067525,11234,Q784610
2286,3033,0094012,957,Q498442
2287,3034,0070608,11886,Q19090
2288,3035,0048380,37853,Q1621174
2289,3036,0082484,62204,Q451196
2290,3037,0065988,11040,Q1132535
2291,3038,0050371,21849,Q497924
2292,3039,0086465,1621,Q504151
2293,3040,0079540,14035,Q2601425
2294,3041,0087700,40771,Q6804298
2295,3042,0093516,40772,Q6804302
2296,3043,0104837,40773,Q6804296
2297,3044,0101669,11498,Q928693
2298,3045,0105130,11790,Q249235
2299,3046,0113416,29371,Q2069423
2300,3048,0083254,47941,Q2300097
2301,3051,0149691,21349,Q331277
2302,3052,0120655,1832,Q40187
2303,3053,0151137,10047,Q1140257
2304,3054,0190641,10228,Q834799
2305,3055,0165773,47692,Q1403029
2306,3056,0160620,18561,Q15618
2307,3057,0118150,144953,Q4019425
2308,3060,0101605,11663,Q644065
2309,3061,0034862,13485,Q1431567
2310,3062,0056197,9289,Q468484
2311,3063,0105156,9264,Q2100881
2312,3064,0119908,18222,Q1364023
2313,3066,0066473,11165,Q258092
2314,3067,0095675,4203,Q643283
2315,3068,0084855,24226,Q679373
2316,3070,0086856,11379,Q963081
2317,3071,0094027,29154,Q211206
2318,3072,0093565,2039,Q1336107
2319,3073,0059674,77915,Q426314
2320,3074,0068762,11943,Q1325034
2321,3075,0059646,11481,Q954816
2322,3076,0057187,2690,Q387370
2323,3077,0164312,20565,Q104535421
2324,3078,0165859,27141,Q178989
2325,3079,0178737,10399,Q291180
2326,3081,0162661,2668,Q208592
2327,3082,0143145,36643,Q212145
2328,3083,0185125,99,Q329805
2329,3086,0024852,25898,Q2064189
2330,3087,0096061,9647,Q535395
2331,3088,0042546,11787,Q1412513
2332,3089,0040522,5156,Q172837
2333,3090,0093509,24276,Q3851789
2334,3091,0080979,11953,Q854990
2335,3093,0067411,29005,Q1423362
2336,3094,0093512,26371,Q432088
2337,3095,0032551,596,Q676039
2338,3096,0050738,52470,Q3319924
2339,3097,0033045,20334,Q782751
2340,3098,0087781,11393,Q1197684
2341,3099,0073692,31121,Q1534188
2342,3100,0105265,293,Q581906
2343,3101,0093010,10998,Q504157
2344,3102,0089360,12235,Q764760
2345,3103,0100680,36094,Q1547262
2346,3104,0095631,9013,Q847802
2347,3105,0099077,11005,Q842073
2348,3106,0099291,59820,Q1580686
2349,3107,0101393,2924,Q499371
2350,3108,0101889,177,Q466297
2351,3109,0088007,38557,Q1771288
2352,3111,0087921,13681,Q59073
2353,3112,0090556,34760,Q4004245
2354,3113,0146675,9946,Q849656
2355,3114,0120363,863,Q187266
2356,3115,0155711,31582,Q958626
2357,3117,0134154,22267,Q669578
2358,3120,0104114,10411,Q685793
2359,3125,0172396,20024,Q1167725
2360,3127,0144715,13787,Q143835
2361,3129,0158371,9684,Q786585
2362,3130,0099165,9586,Q730473
2363,3132,0010040,70801,Q2379797
2364,3134,0028950,777,Q470336
2365,3135,0079239,21887,Q1757216
2366,3138,0096171,32331,Q1736594
2367,3141,0100828,32669,Q961829
2368,3142,0096328,18161,Q8891698
2369,3143,0063056,31681,Q1213589
2370,3145,0150216,32274,Q1171556
2371,3146,0205000,10402,Q655205
2372,3147,0120689,497,Q208263
2373,3148,0124315,1715,Q648977
2374,3150,0141974,42739,Q1493314
2375,3152,0067328,25188,Q1218959
2376,3153,0051337,15515,Q1545331
2377,3155,0166485,1439,Q563743
2378,3156,0182789,2277,Q170250
2379,3157,0164912,10137,Q1048958
2380,3158,0162866,10387,Q1361789
2381,3159,0120910,49948,Q30937
2382,3160,0175880,334,Q588420
2383,3161,0119079,30237,Q50969
2384,3162,0174204,50116,Q15303729
2385,3163,0151568,46435,Q769347
2386,3165,0106455,22213,Q891030
2387,3167,0066892,36492,Q1703964
2388,3168,0064276,624,Q503638
2389,3169,0087231,26578,Q1193245
2390,3171,0053226,43103,Q617997
2391,3173,0146838,9563,Q482662
2392,3174,0125664,1850,Q1125282
2393,3175,0177789,926,Q502067
2394,3176,0134119,1213,Q390052
2395,3177,0195945,10471,Q912672
2396,3178,0174856,10400,Q832732
2397,3179,0145653,10397,Q1211143
2398,3181,0120866,12524,Q1635819
2399,3182,0192335,28216,Q3327151
2400,3183,0174268,36773,Q2567396
2401,3185,0120834,10219,Q582147
2402,3186,0172493,3558,Q463101
2403,3189,0156812,17908,Q1917925
2404,3190,0134983,10384,Q1749974
2405,3192,0169302,48233,Q3182893
2406,3194,0070903,10236,Q910900
2407,3196,0046359,632,Q1356753
2408,3197,0095897,11851,Q1756022
2409,3198,0070511,5924,Q596965
2410,3200,0070290,14886,Q1171440
2411,3201,0065724,26617,Q1116991
2412,3203,0097162,10493,Q845077
2413,3204,0077269,16241,Q464111
2414,3206,0086859,22160,Q253566
2415,3208,0107659,9644,Q922512
2416,3210,0083929,13342,Q1302846
2417,3211,0094924,35119,Q1249239
2418,3213,0106364,14919,Q810858
2419,3214,0088707,14040,Q1216271
2420,3217,0029606,22692,Q873186
2421,3219,0100318,2990,Q1148079
2422,3221,0083851,10831,Q673738
2423,3223,0090366,33078,Q602236
2424,3224,0058625,16672,Q1207936
2425,3225,0186975,10472,Q255891
2426,3230,0071935,21489,Q700174
2427,3235,0081748,13005,Q552560
2428,3238,0120662,18681,Q1167200
2429,3240,0156639,20468,Q205211
2430,3241,0201840,14521,Q922054
2431,3243,0104187,10406,Q151921
2432,3244,0076095,14741,Q679746
2433,3246,0104797,1883,Q923925
2434,3247,0105417,2005,Q776302
2435,3248,0108147,6279,Q1140762
2436,3249,0104389,11087,Q536676
2437,3250,0106246,7305,Q332798
2438,3251,0088683,24735,Q394816
2439,3252,0105323,9475,Q321561
2440,3253,0105793,8872,Q1146194
2441,3254,0108525,8873,Q1427730
2442,3255,0104694,11287,Q1306472
2443,3256,0105112,9869,Q855222
2444,3257,0103855,619,Q725946
2445,3258,0104070,9374,Q1160186
2446,3259,0104231,11259,Q839341
2447,3260,0104454,8293,Q913389
2448,3261,0105415,11068,Q282041
2449,3262,0105665,1923,Q1140578
2450,3263,0105812,10158,Q686168
2451,3264,0103893,10206,Q39970
2452,3265,0104684,11782,Q573823
2453,3266,0103905,10086,Q491871
2454,3267,0104815,9367,Q840297
2455,3268,0105477,9876,Q254555
2456,3269,0104291,10326,Q515218
2457,3270,0104040,16562,Q2408713
2458,3271,0105046,9609,Q1091172
2459,3272,0103759,12143,Q798734
2460,3273,0134084,4234,Q391784
2461,3274,0105414,9605,Q1542371
2462,3275,0144117,8374,Q509799
2463,3276,0171356,29076,Q636038
2464,3280,0069754,28156,Q7715172
2465,3281,0144801,113096,Q4204573
2466,3283,0067433,24349,Q2395265
2467,3284,0067848,27841,Q7783739
2468,3285,0163978,1907,Q470692
2469,3286,0184907,15489,Q1296385
2470,3287,0220099,15655,Q374431
2471,3289,0209189,36210,Q1190863
2472,3294,0074455,30062,Q586589
2473,3295,0107920,62463,Q2252534
2474,3296,0062376,25934,Q2541350
2475,3298,0181984,14181,Q1336293
2476,3299,0162983,10385,Q759712
2477,3300,0134847,2787,Q429934
2478,3301,0190138,2069,Q854589
2479,3302,0159272,61416,Q1750518
2480,3303,0221023,79515,Q4921990
2481,3306,0018773,28978,Q669929
2482,3307,0021749,901,Q238211
2483,3308,0087265,25010,Q1426946
2484,3310,0012349,10098,Q374172
2485,3313,0084395,33374,Q6973969
2486,3315,0043618,127602,Q12059508
2487,3316,0184858,2155,Q676939
2488,3317,0185014,11004,Q168862
2489,3323,0194368,20682,Q1059084
2490,3324,0186045,25166,Q1193282
2491,3325,0156841,1831,Q1247216
2492,3326,0181151,10416,Q1431684
2493,3327,0218043,14271,Q117698
2494,3328,0165798,4816,Q327332
2495,3329,0094347,19958,Q1169123
2496,3330,0055471,28569,Q1411454
2497,3331,0085980,2193,Q12126418
2498,3334,0040506,11016,Q830773
2499,3338,0097372,20423,Q4162673
2500,3341,0042276,24481,Q375594
2501,3342,0086969,11296,Q700725
2502,3344,0056875,28172,Q885117
2503,3345,0062793,57855,Q5084408
2504,3347,0086005,14280,Q2301603
2505,3350,0055353,29478,Q1304498
2506,3353,0218112,73642,Q50348556
2507,3354,0183523,2067,Q128582
2508,3355,0142688,622,Q19405
2509,3357,0181530,28463,Q383581
2510,3358,0101698,12186,Q1545189
2511,3359,0078902,20283,Q731082
2512,3360,0091217,5693,Q784211
2513,3361,0094812,287,Q567072
2514,3362,0072890,968,Q458656
2515,3363,0069704,838,Q375855
2516,3364,0042208,16958,Q728485
2517,3365,0049730,3114,Q276769
2518,3368,0051411,12501,Q303477
2519,3370,0094731,31618,Q1350128
2520,3372,0064110,15873,Q714920
2521,3374,0104057,68427,Q3285003
2522,3378,0118043,48213,Q25069
2523,3379,0053137,35412,Q1469774
2524,3384,0072251,8333,Q633171
2525,3385,0090274,19259,Q1786324
2526,3386,0102138,820,Q741823
2527,3387,0098645,11718,Q186445
2528,3388,0093148,8989,Q240899
2529,3389,0091400,32031,Q1110245
2530,3390,0091934,58048,Q1968798
2531,3391,0094321,26827,Q2291842
2532,3392,0098309,11157,Q1216738
2533,3393,0092834,28370,Q3016952
2534,3394,0092666,918,Q884135
2535,3395,0093596,61178,Q957067
2536,3396,0079588,11176,Q1518589
2537,3397,0082474,14900,Q1218526
2538,3398,0087755,11899,Q1214915
2539,3400,0108526,18890,Q1575362
2540,3401,0088760,19736,Q797881
2541,3402,0090219,123047,Q2868433
2542,3403,0081400,24575,Q12084474
2543,3404,0046435,16535,Q1197729
2544,3405,0051994,10971,Q633614
2545,3406,0043379,23928,Q201209
2546,3408,0195685,462,Q220955
2547,3409,0195714,9532,Q7561043
2548,3410,0180181,117259,Q7553895
2549,3412,0095800,2383,Q379460
2550,3414,0048316,53879,Q714941
2551,3415,0072443,1396,Q838149
2552,3417,0044517,11570,Q1199536
2553,3418,0103074,1541,Q658041
2554,3420,0078718,17443,Q426517
2555,3421,0077975,8469,Q960125
2556,3422,0091939,27995,Q2257944
2557,3423,0096054,36739,Q2278739
2558,3424,0097216,925,Q1141252
2559,3425,0100168,41823,Q1703991
2560,3426,0102175,1713,Q1234074
2561,3428,0078950,30547,Q2294175
2562,3429,0099317,54825,Q2671873
2563,3430,0071402,13939,Q841961
2564,3431,0082250,14373,Q848285
2565,3432,0089003,24873,Q848280
2566,3433,0092857,26263,Q848274
2567,3434,0109578,34746,Q848297
2568,3435,0036775,996,Q478209
2569,3436,0101787,9079,Q1345359
2570,3438,0100758,1498,Q58439
2571,3439,0103060,1497,Q1326619
2572,3440,0108308,1499,Q1463466
2573,3441,0087985,1880,Q506400
2574,3442,0090693,33762,Q3790026
2575,3444,0092675,11690,Q724960
