,wikidataURI,name
824,Q961893,Alan Jay Lerner
825,Q6654572,LivePlanet
826,Q5452059,Fireworks Entertainment
827,Q10581511,Memfis Film
828,Q2925731,British Lion Films
829,Q49653,ARD
830,Q3639301,BiM Distribuzione
831,Q203078,VH1 USA
832,Q25418626,Karz Entertainment
833,Q5374088,Empire International Pictures
834,Q8214167,Cheyenne Enterprises
835,Q2663746,Groupe Canal+
836,Q20724296,Agat Films & Cie – Ex Nihilo
837,Q698951,James Wong
838,Q7734055,"The Firm, Inc."
839,Q17343527,Runteldat Entertainment
840,Q720360,Don Coscarelli
841,Q100430755,Otomatic
842,Q100430828,Get Reel Productions
843,Q100430919,Les Films des Tournelles
844,Q121057810,Polyc International
845,Q101231650,Fabrica Cinema
846,Q101231717,Man’s Films
847,Q101231790,Counihan-Villiers Films
848,Q101231919,Studio Maj
849,Q78623145,UGC Images
850,Q78623465,Tapioca Films
851,Q78623812,MMC Movies
852,Q3161628,Jan Chapman
853,Q7011711,Screen NSW
854,Q5205731,DNA Productions
855,Q7073242,O Entertainment
856,Q4306553,Filmways
857,Q2563751,Jon Peters
858,Q5333876,Ecosse Films
859,Q2278256,Shepperton Studios
860,Q25354650,Kerner Entertainment Company
861,Q25354810,Galapagos Productions
862,Q1852854,Remote Control Productions
863,Q834471,Bones
864,Q854654,Bandai Namco Filmworks
865,Q19747898,Atlas Entertainment
866,Q20873087,Hughes Entertainment
867,Q219112,Zomba Group of Companies
868,Q5418607,Evolution Entertainment
869,Q101208746,Scala Productions
870,Q101208785,MBP
871,Q17335633,Shady Acres Entertainment
872,Q5424334,FAI Films
873,Q6439125,Kroyer Films
874,Q17371448,Parkes/MacDonald Productions
875,Q442909,Mercury Theatre
876,Q7640524,Sunn Classic Pictures
877,Q25352772,Gran Via Productions
878,Q2554119,Wega Film
879,Q6948183,Myriad Pictures
880,Q4390090,Daiei Film
881,Q48814017,Minerva Film
882,Q1149935,WWE Studios
883,Q4972541,Broadway Video
884,Q7833697,Trans World Entertainment
885,Q7457177,Seven Arts Pictures
886,Q790756,Barrandov Studios
887,Q55432,John Woo
888,Q5646566,HanWay Films
889,Q25388429,Snee-Oosh
890,Q7339672,Roadside Attractions
891,Q4864368,Barry Josephson
892,Q6952665,NBA Entertainment
893,Q858803,Cartoon Network Studios
894,Q2701255,Rough Draft Studios
895,Q43429,Animal Planet
896,Q547341,Animal Logic
897,Q2368306,Terri Irwin
898,Q167186,National Geographic Society
899,Q3739211,Fandango
900,Q3540895,Double R Productions
901,Q100699744,Roy Andersson Filmproduktion
902,Q3362049,Pandora Film
903,Q464767,American Greetings
904,Q520387,Pantheon Books
905,Q629998,General Mills
906,Q744182,Random House
907,Q1738830,Kenner Products
908,Q6537792,Lexington Broadcast Services Company
909,Q709325,Sean S. Cunningham
910,Q5607525,John R. Cherry III
911,Q4820037,Pol-ka Producciones
912,Q78625820,Typhoon Films
913,Q78625928,Fanes Film
914,Q78626362,Seven Pictures
915,Q3294957,Mars Films
916,Q101480128,R&C Produzioni
917,Q101480209,Les Films Balenciaga
918,Q4905858,Big Idea Entertainment
919,Q2476957,ITV Granada
920,Q78788455,Granada Film
921,Q3109988,Gold Circle Films
922,Q93151992,Institute for Regional Education
923,Q450720,Roger Avary
924,Q25350109,Jane Startz Productions
925,Q7406084,Salter Street Films
926,Q7887543,United Broadcasting Company
927,Q3460159,Scottish Television
928,Q4046704,"Zespol Filmowy ""Perspektywa"""
929,Q465616,Jackass
930,Q7920227,Ventanarosa
931,Q122950093,Otto Preminger Film
932,Q3648415,C2 Pictures
933,Q25112064,Boxing Cat Films
934,Q5163271,Consolidated Film Industries
935,Q7943490,Vulcan Productions
936,Q3804257,Italian International Film
937,Q31185168,Sutjeska film
938,Q6736868,Maipo Film
939,Q499188,Los Angeles Daily News
940,Q1916145,MediaNews Group
941,Q6682283,Los Angeles Newspaper Group
942,Q1150832,Studio Filmowe Kadr
943,Q2793505,Company Pictures
944,Q78791889,RP Productions
945,Q78792088,Heritage Film
946,Q78792108,Runteam Productions
947,Q2973075,CinéGroupe
948,Q5236275,David Ladd
949,Q10390508,Videofilmes
950,Q211415,Edward James Olmos
951,Q10344803,Paris Filmes
952,Q215616,PBS
953,Q3532077,Topcraft
954,Q17386868,Blake Edwards Entertainment
955,Q1575578,Hank Ketcham
956,Q105756521,MTM Medien & Television München
957,Q105756535,Media Cooperation One
958,Q918390,Sky Group
959,Q78787466,Kintop Pictures
960,Q78787529,Roc Media
961,Q78787654,Bend It Films
962,Q7410988,Samuel Bronston Productions
963,Q1054765,Kadokawa Shoten
964,Q633631,Brad Grey
965,Q7317854,Revelations Entertainment
966,Q28537651,Sputnik
967,Q64976192,Pyramide Productions
968,Q25252381,Earthship Productions
969,Q215363,Sveriges Television
970,Q25291400,Chicago Pictures Entertainment
971,Q7679179,Talent Associates
972,Q2942203,Cathy Konrad
973,Q25289813,Stan Rogow Productions
974,Q571833,Antena 3
975,Q1901308,Open de España
976,Q3118227,Atresmedia
977,Q89029986,Ciné B
978,Q107575831,Zoulou Films
979,Q107575851,FCC
980,Q107575861,Tubedale Films
981,Q107578936,Cinéma Parisien
982,Q107578950,Media Suits
983,Q113116290,101
984,Q5294236,Donald De Line
985,Q2709656,China Movie Channel
986,Q121034684,21st Century Hero Film Investment
987,Q7568115,South Pacific Pictures
988,Q258131,Rai 1
989,Q728399,Cinecittà
990,Q1323594,Walt Disney Studios Motion Pictures
991,Q4102048,All-Ukrainian Photo-Cinema Administration
992,Q1204187,The Criterion Collection
993,Q4595694,19 Entertainment
994,Q3700480,DNA Films
995,Q1796719,Wonderland Sound and Vision
996,Q10939533,Teamwork Motion Pictures
997,Q78992111,Headforce Ltd.
998,Q78992365,Gimages Films
999,Q217037,Jerry Bruckheimer
1000,Q17335679,Radar Pictures
1001,Q5057425,CPL Productions
1002,Q1814720,Televisión de Galicia
1003,Q79395789,Eyescreen
1004,Q105731405,Elías Querejeta PC
1005,Q105731522,Quo Vadis Cinéma
1006,Q15622197,Momentum Pictures
1007,Q78790512,PFP Films
1008,Q78790717,Temple Film and Television Productions
1009,Q3621755,Arco Film
1010,Q122820059,Star Overseas
1011,Q122842182,Universe Entertainment
1012,Q6794165,Maverick
1013,Q122549,Shochiku
1014,Q661896,Pinewood Studios
1015,Q781365,Australian Broadcasting Corporation
1016,Q121159970,Alfa Cinematografica
1017,Q834469,Emperor Entertainment Group
1018,Q341134,Česká televize
1019,Q104812045,BKP production
1020,Q104812117,BUC-FILM
1021,Q101188727,History Dreams
1022,Q101188881,Ena Film
1023,Q101189038,Fandango Produzione
1024,Q436847,Christine Vachon
1025,Q1003138,Fortissimo Films
1026,Q101246992,Little Big Bear Filmproduction
1027,Q101246994,Maecenas Film- und Fernsehproduktion
1028,Q101246997,Paladin Production
1029,Q101247006,TwanPix
1030,Q101247007,Jeremy Isaac Productions
1031,Q101247052,Satel Fernseh- und Filmproduktionsgesellschaft
1032,Q3992245,Tohokushinsha Film
1033,Q16934317,The Directors Company
1034,Q118895680,Chenault Productions
1035,Q17037404,Revolution Films
1036,Q2714630,Strike Entertainment
1037,Q2973229,Cinémaginaire
1038,Q78991283,Milestone Production
1039,Q234,Flanders
1040,Q3266,Charente
1041,Q17009,Poitou-Charentes
1042,Q586619,BBC Radio Bristol
1043,Q2071905,BBC Worldwide
1044,Q3487934,Société de développement des entreprises culturelles
1045,Q520454,Media Factory
1046,Q5583638,Goodtimes Enterprises
1047,Q2621941,Belarusfilm
1048,Q682748,Platinum Dunes
1049,Q7073917,Oakhurst Productions
1050,Q30291863,Sixteen Films
1051,Q80177162,Tornasol Films
1052,Q107009153,Alta Films
1053,Q218503,Will Ferrell
1054,Q838381,Meet Dave
1055,Q3010012,Samuel Goldwyn Films
1056,Q2273516,Amaru Entertainment
1057,Q262386,Österreichischer Rundfunk
1058,Q12696352,MD Entertainment
1059,Q2376192,Produzioni Europee Associati
1060,Q775216,WOWOW
1061,Q1188369,First National
1062,Q23565,Hessischer Rundfunk
1063,Q64434913,David W. Griffith Corp.
1064,Q3664745,Safa Palatino Studios
1065,Q150820,Playboy
1066,Q17385899,Solar Productions
1067,Q7796279,Thorn EMI Plc
1068,Q7514003,Sil-Metropole Organisation
1069,Q1372258,Tokuma Shoten
1070,Q89029954,Sunshine
1071,Q3555701,Vera Films
1072,Q834328,Gainax
1073,Q1201043,Danish Film Institute
1074,Q7975479,Waverly Films
1075,Q13102309,Delux Productions
1076,Q107681766,Archer Street
1077,Q47695407,Walt Disney Studios Motion Pictures International
1078,Q107111800,Harbour Pictures
1079,Q5204823,DEJ Productions
1080,Q825291,Village Roadshow
1081,Q8215518,Siddiq Barmak
1082,Q5434191,Fantastic Factory
1083,Q24679,Triangle Film Corporation
1084,Q20874104,BenderSpink
1085,Q21292713,FilmEngine
1086,Q21292719,Katalyst Films
1087,Q1252563,Douglas Wick
1088,Q3988103,The Lot
1089,Q96376054,Davis Entertainment Filmworks
1090,Q106027564,Funny Boy Films
1091,Q22681612,BulBul Film
1092,Q107168704,Bob Film Sweden
1093,Q6393277,Bandidos Films
1094,Q3022458,Denham Film Studios
1095,Q25267483,Argentum Film Produktion GmbH & Co. Betriebs KG
1096,Q925777,Broken Lizard
1097,Q2995650,Continental Films
1098,Q1616154,TV 2 Danmark
1099,Q5566805,Glasgow Film Office
1100,Q7512312,Sigma Films
1101,Q17018026,Scottish Screen
1102,Q22340530,Nordisk Film & TV Fond
1103,Q567633,Anonymous Content
1104,Q78988734,Isabella Films
1105,Q78988961,Pain Unlimited
1106,Q78989274,Slot Machine
1107,Q1485801,GK Films
1108,Q23589,Showtime
1109,Q18196446,Fida Cinematografica
1110,Q3991282,Tigon British Film Productions
1111,Q332530,Leo McCarey
1112,Q3929496,Rai Fiction
1113,Q17037124,Stampede Entertainment
1114,Q89037182,Cinéa
1115,Q4866993,Basic Pictures
1116,Q6715739,MGM Animation/Visual Arts
1117,Q4341103,NTV-Profit
1118,Q78161755,Roissy Films
1119,Q78161761,Productions Le Pont
1120,Q236268,Cannon
1121,Q1069399,Cino Del Duca
1122,Q7971135,Warwick Films
1123,Q5120665,Cineguild Productions
1124,Q914349,Rai 2
1125,Q3352642,One Race Films
1126,Q2465121,Tajikfilm
1127,Q121126409,The Con
1128,Q25266057,Spanknyce Films
1129,Q25266072,Mostow/Lieberman Productions
1130,Q17418032,Winkler Production
1131,Q56010681,Will Vinton Studios
1132,Q4231940,Stephen J. Friedman
1133,Q734401,Sony Pictures Home Entertainment
1134,Q6296536,Journeyman Pictures
1135,Q4050610,TOR film studio
1136,Q8069684,Zespoły Filmowe
1137,Q1172062,Titanus
1138,Q73037145,Salem Films Limited
1139,Q25266021,Debra Martin Chase Productions
1140,Q6724969,Macquarie Film Corporation
1141,Q123007114,Columbia Pictures Film Production Asia
1142,Q5357370,Electric Entertainment
1143,Q3745440,Filmauro
1144,Q4835390,BD Cine
1145,Q4035093,Big Talk Studios
1146,Q5312134,Due West
1147,Q3645374,Brookwell McNamara Entertainment
1148,Q1530721,National Film Board of Canada
1149,Q917869,Bristol Bay Productions
1150,Q388234,United Plankton Pictures
1151,Q650331,Metro Pictures
1152,Q59199700,The Vitaphone Corporation
1153,Q1146587,Swedish Film Institute
1154,Q47153394,Parc Films
1155,Q2509498,Belvision Studios
1156,Q3016068,Dargaud Media
1157,Q844652,Desilu
1158,Q2819021,ABKCO Records
1159,Q3501069,Studio Idefix
1160,Q4530492,Studio Ekran
1161,Q18180852,Chartoff-Winkler Productions
1162,Q947354,Shaw Brothers Studio
1163,Q5604071,Greengrass Productions
1164,Q2363431,Little Bear
1165,Q7716808,Cinema City
1166,Q1156642,Warner Bros. Television Studios
1167,Q1314323,Laika
1168,Q17305128,MJJ Productions
1169,Q1124579,Condor Films
1170,Q3080746,France Régions 3
1171,Q30737762,Téléma
1172,Q16918792,In-Gear Film Production Co.
1173,Q611346,Pierrot
1174,Q88876181,Erre Produzioni
1175,Q88876523,Alia Film
1176,Q11855697,Dada-Filmi
1177,Q961397,Group TAC
1178,Q3001888,Sony BMG
1179,Q1364283,Michel Ocelot
1180,Q104486723,Trans Europe Film
1181,Q2963175,Chez Wam
1182,Q3211552,La Petite Reine
1183,Q80455720,TF1 Films Production
1184,Q104804879,Katharina
1185,Q17063093,Myung Films
1186,Q17371422,Baldwin Entertainment
1187,Q107382055,Buena Vista International France
1188,Q107382533,Vice Versa Films
1189,Q17371266,Q17371266
1190,Q122741,Sega
1191,Q908436,TV Asahi
1192,Q107549787,M&M Productions
1193,Q52992386,Warner Bros. France
1194,Q107876617,2003 Productions
1195,Q3857330,Mikado Film
1196,Q107139525,Clap Filmes
1197,Q107139546,AFS Film
1198,Q107139647,Itaca Film
1199,Q3866664,Moving Picture Company
1200,Q1466106,Grupo PRISA
1201,Q79395710,Himenoptero
1202,Q11352124,Vega Film
1203,Q79395269,Novo Arturo Films
1204,Q1906017,Marv Studios
1205,Q1479649,REN TV
1206,Q7996335,Whitewater Films
1207,Q3556262,Vertigo Entertainment
1208,Q7092172,Ondi Timoner
1209,Q108147997,Kigali Films
1210,Q108148281,Seamus Production
1211,Q108148358,Miracle Pictures
1212,Q17415951,Indian Paintbrush
1213,Q7301319,Really Useful Group
1214,Q17371375,Joel Schumacher Productions
1215,Q89014077,Arena Films
1216,Q107813651,Achab Film
1217,Q5275866,Digital Frontier
1218,Q43359,MTV
1219,Q5012265,CJ Entertainment
1220,Q61347,Uwe Boll
1221,Q122865,Wolfgang Herold
1222,Q122669,Vertigo
1223,Q10719511,Weed Road Pictures
1224,Q330067,Channel One Russia
1225,Q90898652,Total HelpArt  - T.H.A.
1226,Q107832772,ALEF Film & Media Group
1227,Q107741376,Café Film
1228,Q107741404,Bonfire
1229,Q7112041,Outerbanks Entertainment
1230,Q25252221,Birnbaum/Barber
1231,Q5450035,Fine & Mellow Productions
1232,Q16513838,Union Films
1233,Q986985,ICI Radio-Canada Télé
1234,Q79615306,Two Brothers Ltd.
1235,Q79615668,Fjellape Films
1236,Q3496952,Star Film Company
1237,Q598683,Garth Jennings
1238,Q862383,Bill Plympton
1239,Q8049324,Yari Film Group
1240,Q4411312,Destination Films
1241,Q2649438,Alloy Entertainment
1242,Q652390,Sony Pictures Television
1243,Q108108296,Pánico Films
1244,Q108108307,Planet Pictures
1245,Q262930,coop99
1246,Q107812502,y3 film Hans Weingärtner Filmproduktion
1247,Q157118,National Geographic
1248,Q2910219,Bonne Pioche
1249,Q3567885,Why Not Productions
1250,Q29577770,F comme Film
1251,Q920046,British Satellite Broadcasting
1252,Q1163074,ThinkFilm
1253,Q645478,Mutant Enemy Productions
1254,Q514913,Lawrence Bender
1255,Q17305133,di Bonaventura Pictures
1256,Q7250809,Prospect Pictures
1257,Q7312287,Red Studios Hollywood
1258,Q3782532,Halas and Batchelor
1259,Q544150,Vanguard Animation
1260,Q2902139,Big Beach
1261,Q17335735,Bob Yari Productions
1262,Q1475707,Fuzzy Door Productions
1263,Q3499746,Stoopid Buddy Stoodios
1264,Q6458647,LIFT Productions
1265,Q269895,Gale Anne Hurd
1266,Q32186,MWM Studios
1267,Q25246096,Morra-Brezner-Steinberg-Tenenbaum
1268,Q3314282,Mille et une productions
1269,Q17335748,Deuce Three Productions
1270,Q107646317,Cattleya
1271,Q107658628,Alquimia Cinema
1272,Q107658648,The Producers Films
1273,Q44775141,Japan Film Fund
1274,Q89912101,Ognon Pictures
1275,Q108168328,Manderlay
1276,Q108168372,Sigma III Films
1277,Q16848850,Isle of Man Film
1278,Q7969872,Warp Films
1279,Q1414263,Film- und Medienstiftung NRW
1280,Q78156573,Dan Films
1281,Q24298819,Number 9 Films
1282,Q80174913,Parallel Film Productions
1283,Q65092093,Lama Films
1284,Q108183168,Augustus Film
1285,Q108183211,Lumen Films
1286,Q108183242,HazazaH
1287,Q3232638,Les Films Corona
1288,Q5510667,Future Film
1289,Q2585499,Nex Entertainment
1290,Q3420434,Raw Nerve
1291,Q4930036,Blue Yonder Films
1292,Q1535837,Goldkind Film
1293,Q79618634,Broth Film
1294,Q4838247,Baby Cow Productions
1295,Q3036964,Silvercup Studios
1296,Q18180857,Distant Horizons
1297,Q2568272,Wiedemann & Berg Television
1298,Q80174336,Creado Film
1299,Q3352864,Method Animation
1300,Q21013766,Scope Invest
1301,Q79617105,Archipel 35
1302,Q1040910,Sahamongkol Film International
1303,Q740071,Irwin Allen
1304,Q125445743,Wild West Picture Show Productions
1305,Q17343499,John Wells Productions
1306,Q10873948,Beijing Film Studio
1307,Q4855137,"Banger Films, Inc"
1308,Q17343544,Deep River Productions
1309,Q2856187,MRC
1310,Q5061074,Central Films
1311,Q1803714,Worldwide Pants
1312,Q2910457,IFC Films
1313,Q48746600,Pathé Production
1314,Q7282737,Rafter H Entertainment
1315,Q907311,Netflix
1316,Q774637,Virgin Media One
1317,Q3368732,Pathé Distribution
1318,Q24196182,Element Pictures
1319,Q80176500,Matador Pictures
1320,Q80176751,Regent Capital
1321,Q80177057,EMC Produktion
1322,Q80177423,Cinéart
1323,Q80177713,Film Coopi
1324,Q7273145,Qwerty Films
1325,Q122950141,A&E IndieFilms
1326,Q3486445,Skydance Media
1327,Q1783801,Sony Pictures Imageworks
1328,Q6138447,Media Asia Entertainment Group
1329,Q316844,Ryan Murphy
1330,Q3579304,Q
1331,Q3138577,Hit and Run Productions
1332,Q112769437,Nouvelles Éditions de Films
1333,Q112769571,Castelao Producciones
1334,Q7284952,Rainstorm Entertainment
1335,Q606359,Edison Studios
1336,Q16672882,River Road Entertainment
1337,Q4034507,Asymmetrical Productions
1338,Q4669986,Absurda
1339,Q511108,Royal National Theatre
1340,Q7284877,Rainforest Films
1341,Q5035471,Capital Arts Entertainment
1342,Q108273229,After the Wedding
1343,Q25082757,Hal Lieberman Company
1344,Q25083159,Lauren Levine
1345,Q7153463,Paul Schiff
1346,Q7355120,Rocket Pictures
1347,Q17305126,Michael De Luca Productions
1348,Q19610605,Avşar Film
1349,Q2436112,The Stone Quarry
1350,Q6984198,Neal Street Productions
1351,Q6872285,Mirabai Films
1352,Q2812139,Sunlight Productions
1353,Q925249,Fox Entertainment Group
1354,Q3043485,Imagi Animation Studios
1355,Q18070515,Fu Works
1356,Q17335732,The Mark Gordon Company
1357,Q80455410,TF1 International
1358,Q80456350,Okko Production
1359,Q80456620,Songbird Pictures
1360,Q7489279,Shapiro-Glickenhaus Entertainment
1361,Q107935270,Samson Films
1362,Q50858003,Moho Film
1363,Q313332,Sat.1
1364,Q89875316,Boje Buck Produktion
1365,Q100699785,Ö-Filmproduktion Löprich & Schlösser
1366,Q17335582,Ludlum Entertainment
1367,Q2973041,Ciné+ Classic
1368,Q965008,Scott Glosserman
1369,Q17295785,The Safran Company
1370,Q796719,Sky Italia
1371,Q1347047,Ministry of Culture
1372,Q830947,Remedy Entertainment
1373,Q20757322,Sidney Kimmel Entertainment
1374,Q1402681,Rat Pack Filmproduktion
1375,Q3565642,Walt Disney Television
1376,Q122928090,Storyline Entertainment
1377,Q24849470,Smart Entertainment
1378,Q7438980,Screenwest
1379,Q7495559,Sherwood Pictures
1380,Q4972136,Broadcasting Authority of Ireland
1381,Q7058525,Northern Ireland Screen
1382,Q1459090,The Asylum
1383,Q487494,Tesco
1384,Q13973,MSNBC
1385,Q314142,Edward Zwick
1386,Q276542,Syfy
1387,Q3067892,Sonar Entertainment
1388,Q6747844,Mandarin Films Distribution
1389,Q5245196,Dead Gentlemen Productions
1390,Q605233,TBS Holdings Inc.
1391,Q3838997,Lucky Red Distribuzione
1392,Q16321327,Indigo Film
1393,Q80661507,Parco Film
1394,Q80661712,Babe Films
1395,Q86110392,Barunson E&A
1396,Q6941451,Music Box Films
1397,Q8051674,Yellow Bird
1398,Q2722120,Film Roman
1399,Q7306853,Reel FX Animation
1400,Q419326,PDI
1401,Q4753681,Andell Holdings
1402,Q6516806,Left Bank Pictures
1403,Q7309238,Regional screen agencies
1404,Q1748725,Seed Productions
1405,Q2501552,Disneynature
1406,Q4834859,BBC Natural History Unit
1407,Q25271242,Greenlight Media
1408,Q3987455,The Halcyon Company
1409,Q770328,Aniplex
1410,Q5406845,Euforia Film
1411,Q7507960,Sid and Marty Krofft
1412,Q318953,Jim Davis
1413,Q7713838,The Animation Picture Company
1414,Q1938797,Misher Films
1415,Q166419,Fox Broadcasting Company
1416,Q7550456,Social Capital Films
1417,Q7308101,Regent Releasing
1418,Q3424656,Remcorp
1419,Q2858710,Appian Way Productions
1420,Q18153385,QED International
1421,Q24843191,Millar/Gough Ink
1422,Q11968840,Filmkameratene
1423,Q1203676,Khara
1424,Q112156071,Muse Entertainment Enterprises
1425,Q1629959,The Bridge Studios
1426,Q4010298,Vertigo Films
1427,Q3745442,Filmirage
1428,Q4785019,Jam Filled Entertainment
1429,Q7860124,Tyler Perry Studios
1430,Q5288523,Dogwoof Pictures
1431,Q1445805,Screen Australia
1432,Q17335620,Darko Entertainment
1433,Q2418461,Oceanic Preservation Society
1434,nown/genid/91d96a15765d18f7e056fb87af8b86f1,http://www.wikidata.org/.well-known/genid/91d96a15765d18f7e056fb87af8b86f1
1435,nown/genid/a6116a32775c4e729cc2c04d87411513,http://www.wikidata.org/.well-known/genid/a6116a32775c4e729cc2c04d87411513
1436,nown/genid/f8248a6c22f94b470dc955a173e947b1,http://www.wikidata.org/.well-known/genid/f8248a6c22f94b470dc955a173e947b1
1437,nown/genid/008fd1b4d52c3ad273479d27cc1c5f92,http://www.wikidata.org/.well-known/genid/008fd1b4d52c3ad273479d27cc1c5f92
1438,nown/genid/589e37e5836cb76f8bed3315d974982f,http://www.wikidata.org/.well-known/genid/589e37e5836cb76f8bed3315d974982f
1439,Q7602872,Starz Distribution
1440,Q3532045,Top Shelf Productions
1441,Q117473461,Hopscotch Films
1442,Q5567045,Glass Eye Pix
1443,Q7733857,The Film Department
1444,Q4288857,Mezhrabpom-Rus
1445,Q1968839,Paul Weitz
1446,Q17343437,HH Films
1447,Q2741255,IM Global
1448,Q17371327,Lee Daniels Entertainment
1449,Q3482118,Sigurjón Sighvatsson
1450,Q1755943,Skydance Animation Madrid
1451,Q5433479,Famous Players Film Company
1452,Q1189945,Dentsu
1453,Q179636,CMT
1454,Q5238526,David Permut
1455,Q733847,North Shore Studios
1456,Q27962009,Page 114
1457,Q80803713,Chic Films
1458,Q3560299,Vinod Chopra Films
1459,Q5395348,Eros International
1460,Q20714622,Bold Films
1461,Q5072394,Channel Four Television Corporation
1462,Q17345511,Stuber Pictures
1463,Q5131896,Clerkenwell Films
1464,Q135992,ZDF Studios
1465,Q6007673,Imprint Entertainment
1466,Q2940649,Cartoon Saloon
1467,Q123377036,MOD Producciones
1468,Q4115940,Abu Dhabi Media
1469,Q5422590,EyeSteelFilm
1470,Q3392176,Filmax
1471,Q24737523,Roth Films
1472,Q24737548,Team Todd
1473,Q24818133,Zanuck Company
1474,Q4790142,Aria Films
1475,Q7437329,Scott Stuber
1476,Q3620821,Apparition
1477,Q5148553,Color Force
1478,Q59723471,Six Entertainment Company
1479,Q521221,Lorne Michaels
1480,Q6235651,John Goldwyn
1481,Q7628112,StudioCanal UK
1482,Q905791,MGM Television
1483,Q14630558,DMG Entertainment
1484,Q16977652,Katalyst Media
1485,Q1460,Sicily
1486,Q3677222,Cinesicilia
1487,Q1189512,Illumination
1488,Q24817863,Broken Road Productions
1489,Q1188361,Warner Bros. Home Entertainment
1490,Q935150,Reliance Anil Dhirubhai Ambani Group
1491,Q2140077,Tribune Media
1492,Q3634702,Reliance Entertainment
1493,Q2740839,Solar Films
1494,Q476608,TVN
1495,Q10495189,Filmlance International
1496,Q883799,Blender Foundation
1497,Q5285236,Django Films
1498,Q5419397,Excel Entertainment
1499,Q5887386,Homage Comics
1500,Q56005,Ridley Scott
1501,Q7250799,Prospect Park
1502,Q544560,Televisión Española
1503,Q5065928,Cha Cha Cha Films
1504,Q4879286,Bedlam Productions
1505,Q7445452,See-Saw Films
1506,Q17371486,Closest to the Hole Productions
1507,Q6102137,Hydraulx
1508,Q2931045,CBS Films
1509,Q110703668,Cinet Oy
1510,Q110703710,Pomor Film
1511,Q110703721,Davaj Film
1512,Q17305116,Sean Bailey Productions
1513,Q4713372,Alcove Entertainment
1514,Q4928436,Blossom Films
1515,Q18180863,De Line Pictures
1516,Q3906420,Platinum Studios
1517,Q5120635,CineTel Films
1518,Q24809557,Blind Wink Productions
1519,Q59259,Michael Bay
1520,Q5571070,Globo Filmes
1521,Q3046343,Eagle Pictures
1522,Q384602,Ministry of Culture
1523,Q1621107,History
1524,Q2219852,More4
1525,Q7690885,Māori Broadcast Funding Agency
1526,Q28808145,Unison Films
1527,Q121034572,New Zealand On Air
1528,Q17335784,Holleran Company
1529,Q65927105,Art & Industry
1530,Q24817472,Big Cat
1531,Q21027542,micro_scope
1532,Q624886,FilmDistrict
1533,Q4688987,Affirm Films
1534,Q315736,Tokyopop
1535,Q5449046,Filmax
1536,Q2055093,Parts & Labor
1537,Q1153338,Grand Hustle Records
1538,Q7168754,Periscope Entertainment
1539,Q129172,InterCityExpress
1540,Q9684,The New York Times
1541,Q2257015,Cabinet Entertainment
1542,Q17363791,Q17363791
1543,Q18635277,Bwark Productions
1544,Q1697043,Joan of Arc
1545,Q3313310,Mike Fleiss
1546,Q17063507,Image Nation
1547,Q16249615,Cross Creek Pictures
1548,Q17089396,Exclusive Media
1549,Q7969876,Warp X
1550,Q1012251,Gorky Film Studio
1551,Q3500954,Orange studio
1552,Q116700730,La Classe Américaine
1553,Q16973462,21 Laps Entertainment
1554,Q16984664,Blumhouse Productions
1555,Q22269313,Friland produksjon
1556,Q2053111,Infinitum Nihil
1557,Q668203,ID
1558,Q116256338,Extrafilm Produktion
1559,Q4690493,After Dark Films
1560,Q61088518,Red Granite Pictures
1561,Q35919,Lexus
1562,Q4930294,Blueeyes Productions
1563,Q6457551,LD Entertainment
1564,Q123328895,Stellar Mega Films
1565,Q1871246,Lotus Film
1566,Q19881683,Voltage Pictures
1567,Q5486858,MRP Matila Röhr Productions
1568,Q2595367,Ciné+
1569,Q3843364,Magnolia Pictures
1570,Q3783594,Allspark
1571,Q17386859,Blueprint Pictures
1572,Q27300,Dong Woo Animation
1573,Q645476,Manglobe
1574,Q17415939,Four by Two Films
1575,Q919992,Joe Roth
1576,Q108527676,Wind Dancer Films
1577,Q3614056,American Empirical Pictures
1578,Q7916154,Varsity Pictures
1579,Q1247468,Hallmark Hall of Fame
1580,Q3103769,Georgia Public Broadcasting
1581,Q4037100,Deadline Hollywood
1582,Q3777384,MFE - MediaForEurope
1583,Q165524,Tobey Maguire
1584,Q5120878,Cinereach
1585,Q8036757,Worldview Entertainment
1586,Q18155354,TSG Entertainment
1587,Q24817356,Scott Sanders Productions
1588,Q16242963,Annapurna Pictures
1589,Q54718,Yle
1590,Q3641076,Bloody Disgusting
1591,Q1124861,France Télévisions
1592,Q7817481,Tom Sawyer Entertainment
1593,Q17275678,Emmett/Furla Films
1594,Q311671,James Patterson
1595,Q45700,Konami
1596,Q228378,Raw
1597,Q17300077,Temple Hill Entertainment
1598,Q7808437,Tinopolis
1599,Q5089463,Cheetah Vision
1600,Q17335666,Chernin Entertainment
1601,Q21888019,GMT Productions
1602,Q7158172,Pearl Street Films
1603,Q3299128,Rainmaker Entertainment
1604,Q1344736,Entertainment One
1605,Q1223,Washington
1606,Q17295865,Big Kid Pictures
1607,Q3174592,Rotana Media Group
1608,Q24817342,Curtis-Donen Productions
1609,Q5045565,Carousel Productions
1610,Q7280418,Radical Comics
1611,Q15069859,Peter Chernin
1612,Q593799,Hiroshima Telecasting
1613,Q843620,Chūkyō Television Broadcasting
1614,Q843629,Sapporo Television Broadcasting
1615,Q843667,Fukuoka Broadcasting Corporation
1616,Q864910,Nippon Television
