,wikidataURI,name
879,Q1071497,Todd Holland
880,Q311219,Sammo Hung
881,Q55210,Abbas Kiarostami
882,Q82538,Mike van Diem
883,Q114342641,John Warren
884,Q1743492,Kirk Wong
885,Q122666,Carl Schenkel
886,Q7803922,Tim McCanlies
887,Q3808290,Jill Sprecher
888,Q2071900,Frederik Du Chau
889,Q95030,Warren Beatty
890,Q3035907,Don Roos
891,Q3056581,Erik Skjoldbjærg
892,Q113986838,Scott Reynolds
893,Q62956,Caroline Link
894,Q3020873,Deborah Kaplan
895,Q3127820,Harry Elfont
896,Q258525,Lisa Cholodenko
897,Q81770,Majid Majidi
898,Q7801179,Tiffanie DeBartolo
899,Q3531686,Tony Bancroft
900,Q11853913,Barry Cook
901,Q693016,Rob Bowman
902,Q2880278,Paddy Breathnach
903,Q5106521,Chris Eyre
904,Q362353,Vincent Gallo
905,Q192762,Darren Aronofsky
906,Q221843,Ed Wood
907,Q669045,Harry Beaumont
908,Q285928,Lewis Milestone
909,Q1064903,Wesley Ruggles
910,Q263022,Edmund Goulding
911,Q28941,Frank Lloyd
912,Q269731,Robert Z. Leonard
913,Q55413,William Dieterle
914,Q55245,Laurence Olivier
915,Q433113,Robert Rossen
916,Q270038,Delbert Mann
917,Q61954995,Paul Helmick
918,Q353019,Jerome Robbins
919,Q538578,Hugh Hudson
920,Q778865,Alex Cox
921,Q191037,Jim Henson
922,Q311263,John Hughes
923,Q11338,Jack Sholder
924,Q709325,Sean S. Cunningham
925,Q11335,Joseph Zito
926,Q1778633,Danny Steinmann
927,Q730985,Tom McLoughlin
928,Q3052099,John Carl Buechler
929,Q21280751,Rob Hedden
930,Q1384404,Rick Rosenthal
931,Q574983,Tommy Lee Wallace
932,Q117234,Dominique Othenin-Girard
933,Q2061052,Paul Lynch
934,Q2978695,Clay Borris
935,Q402551,John Lafia
936,Q362793,Jack Bender
937,Q450728,Tobe Hooper
938,Q5525929,Gary Sherman
939,Q3442731,Rospo Pallenberg
940,Q540784,William Peter Blatty
941,Q113155421,Theresa Connelly
942,Q3856239,Michael Oblowitz
943,Q460090,Ronald Neame
944,Q3098592,Gary Nelson
945,Q165828,Vincent McEveety
946,Q774661,Jack Donohue
947,Q3113248,Graham Heid
948,Q6247507,Norman Wright
949,Q1723417,Michael Tolkin
950,Q373474,Adrian Lyne
951,Q1279660,David Nutter
952,Q971738,Rupert Wainwright
953,Q951493,Charles Jarrott
954,Q3499236,Steven Hilliard Stern
955,Q2928589,Burny Mattinson
956,Q16546380,David Michener
957,Q380852,Kenny Ortega
958,Q765617,Fletcher Markle
959,Q235555,Nancy Meyers
960,Q452794,David Zucker
961,Q55393,Jacques Tourneur
962,Q369485,Peter Masterson
963,Q55442,Liliana Cavani
964,Q55218,István Szabó
965,Q3177322,Jeremy Kagan
966,Q19953081,Hendel Butoy
967,Q1773633,John Lounsbery
968,Q2830622,Alan Zaslove
969,Q1394956,Walter Murch
970,Q1368756,Les Clark
971,Q2437296,Eric Larson
972,Q3128017,Harve Foster
973,Q8704,Walt Disney
974,Q336424,Ub Iwerks
975,Q548834,Tim Hunter
976,Q1378661,Steven Lisberger
977,Q315441,Ralph Bakshi
978,Q39829,Stephen King
979,Q727810,Lewis Teague
980,Q2579888,Fritz Kiersch
981,Q294927,Jerry Lewis
982,Q445100,Iwao Takamoto
983,Q2397223,Charles August Nichols
984,Q329972,John Hubley
985,Q976133,Martin Rosen
986,Q3378819,Phil Nibbelink
987,Q487094,Michael Chapman
988,Q282979,Ethan Wiley
989,Q277663,Jamie Uys
990,Q7327662,Richard Martin
991,Q3195793,Kevin Rodney Sullivan
992,Q524733,Tamara Jenkins
993,Q55435,Pupi Avati
994,Q24188411,John De Bello
995,Q21263615,Peter George
996,Q1346611,Stephen Norrington
997,Q16206513,Alan Cohn
998,Q263607,Pat Proft
999,Q598238,Brad Anderson
1000,Q2224404,Sarah Kernochan
1001,Q1606917,Henry Jaglom
1002,Q963015,Keith Waterhouse
1003,Q3569123,Willis Hall
1004,Q6767070,Mark Christopher
1005,Q333544,Bob Saget
1006,Q203165,Alma Reville
1007,Q610764,Vincenzo Natali
1008,Q1320761,Mark Steven Johnson
1009,Q588745,Tony Bill
1010,Q3237296,Lewis John Carlino
1011,Q3514644,Tamar Simon Hoffs
1012,Q738410,Charles Band
1013,Q935852,Jerry Schatzberg
1014,Q220918,Emilio Estevez
1015,Q1040537,Carl Schultz
1016,Q105221,Dan Aykroyd
1017,Q1837313,Terry Hughes
1018,Q3703361,David Veloz
1019,Q4280305,Lance Mungia
1020,Q1061316,Jamie Blanks
1021,Q607615,David Dobkin
1022,Q177984,Peter Sellers
1023,Q919750,Richard Quine
1024,Q1479869,Gordon Douglas
1025,Q2630467,Eric Darnell
1026,Q3991363,Tim Johnson
1027,Q726024,Vincent Ward
1028,Q113329384,John Pieplow
1029,Q3182021,John Maybury
1030,Q2536001,Randa Haines
1031,Q525109,Ronny Yu
1032,Q598675,Gary Ross
1033,Q817863,Bennett Miller
1034,Q23301,Roberto Benigni
1035,Q44414,Trey Parker
1036,Q1700383,John Harrison
1037,Q1070690,Tony Kaye
1038,Q19364349,S. R. Bindler
1039,Q269670,Richard LaGravenese
1040,Q572533,Hype Williams
1041,Q522232,Shekhar Kapur
1042,Q363117,Martin Brest
1043,Q1249881,Bruce McDonald
1044,Q55208,Andrei Konchalovsky
1045,Q850385,Bryan Forbes
1046,Q6132186,James D. Parriott
1047,Q4225592,Igor Kovalyov
1048,Q22692716,Norton Virgien
1049,Q328723,Andrew Stanton
1050,Q458696,Walter Salles
1051,Q3401546,Predrag Antonijević
1052,Q636003,Kirk Jones
1053,Q314287,Thomas Vinterberg
1054,Q150840,Ishirō Honda
1055,Q3198342,Koji Hashimoto
1056,Q446427,Merian C. Cooper
1057,Q1117163,Ernest B. Schoedsack
1058,Q137489,John Guillermin
1059,Q270372,Susan Seidelman
1060,Q545216,John Glen
1061,Q1381411,Jerry Paris
1062,Q6194719,Jim Drake
1063,Q2830562,Alan Myerson
1064,Q3376470,Peter Bonerz
1065,Q446960,George Miller
1066,Q1181116,Dean Parisot
1067,Q183141,Peter Berg
1068,Q55460,Ferzan Özpetek
1069,Q3541033,Troy Miller
1070,Q429715,Brenda Chapman
1071,Q3498952,Steve Hickner
1072,Q288337,George Seaton
1073,Q1762240,John D. Hancock
1074,Q40026,Sylvester Stallone
1075,Q3805579,Jack Fisk
1076,Q2830556,Alan Metter
1077,Q1748118,Robert Milton Young
1078,Q215478,Terrence Malick
1079,Q15104245,Anthony Drazan
1080,Q2719916,Anand Tucker
1081,Q8003385,Willard Carroll
1082,Q913003,Brian Robbins
1083,Q3181135,John Bruno
1084,Q1383657,Willard Huyck
1085,Q1328204,Tibor Takács
1086,Q69843,Kurt Neumann
1087,Q355995,Chris Walas
1088,Q1532896,Mark L. Lester
1089,Q81364,Kim Henkel
1090,Q7173921,Peter Faiman
1091,Q153379,John Cornell
1092,Q374480,Jeff Kanew
1093,Q250627,Álex de la Iglesia
1094,Q2157678,Robert Iscove
1095,Q55234,Michael Powell
1096,Q912327,Brian Helgeland
1097,Q108028824,Mark Tarlov
1098,Q113471479,Myles Berkowitz
1099,Q6139878,James Moll
1100,Q958483,René Laloux
1101,Q5225170,Darren Stein
1102,Q432709,Samira Makhmalbaf
1103,Q22976011,Risa Bramon Garcia
1104,Q309950,Shohei Imamura
1105,Q272678,Mary Lambert
1106,Q113488816,David Price
1107,Q1671514,James Hickox
1108,Q606380,Jack Smight
1109,Q11866390,Jerry Jameson
1110,Q323263,James Goldstone
1111,Q172140,Michael Crichton
1112,Q1338869,Ted Post
1113,Q558149,Don Taylor
1114,Q1132617,Corey Allen
1115,Q31225,Mark Robson
1116,Q740071,Irwin Allen
1117,Q6790406,Matthew Diamond
1118,Q1374828,Roger Kumble
1119,Q192990,Guy Ritchie
1120,Q1736809,Katt Shea
1121,Q322999,Chris Roberts
1122,Q621490,Bob Balaban
1123,Q329438,Wolf Rilla
1124,Q591439,Anton Leader
1125,Q526359,Bob Clark
1126,Q347950,Gaspar Noé
1127,Q925604,Marshall Herskovitz
1128,Q5477583,Maurice Joyce
1129,Q1671377,Scott Silver
1130,Q224754,Tony Goldwyn
1131,Q2439943,Gil Junger
1132,Q295855,Carlos Saura
1133,Q1353708,Erick Zonca
1134,Q2086433,Philip Saville
1135,Q25191,Christopher Nolan
1136,Q365616,Julio Médem
1137,Q117860792,George Haas
1138,Q274070,Alejandro Amenábar
1139,Q1680815,James Merendino
1140,Q3939895,Rodman Flender
1141,Q16193364,Simon Shore
1142,Q529856,Wu Tianming
1143,Q3524807,Thom Eberhardt
1144,Q145422,Jim Wynorski
1145,Q2342969,Rob Sitch
1146,Q22893804,Paul Quinn
1147,Q3018662,David Raynr
1148,Q740758,Hirokazu Koreeda
1149,Q706142,Daniel Lee
1150,Q716064,Peter Chan
1151,Q1095790,Wojciech Jerzy Has
1152,Q62099,Karl Freund
1153,Q951821,Terence Fisher
1154,Q1350623,Frank Perry
1155,Q346508,Richard Lester
1156,Q1359422,Sidney J. Furie
1157,Q51476,Tod Browning
1158,Q2485848,Roy William Neill
1159,Q3101978,George Waggner
1160,Q6304164,Philippe Mora
1161,Q1351968,Jack Arnold
1162,Q1689216,Jim Sharman
1163,Q4758614,Andrew Solt
1164,Q366703,Christian Nyby
1165,Q1018614,Byron Haskin
1166,Q358322,Don Siegel
1167,Q313341,Ray Harryhausen
1168,Q1452283,Fred F. Sears
1169,Q89331,Josef Rusnak
1170,Q7347648,Robert Meyer Burnett
1171,Q156596,Chris Buck
1172,Q57231,Tom Tykwer
1173,Q3940097,Roger Nygard
1174,Q3129929,Rowan Woods
1175,Q358356,Francis Veber
1176,Q15434230,Udayan Prasad
1177,Q6260281,John Tatoulis
1178,Q238638,Chris Weitz
1179,Q1968839,Paul Weitz
1180,Q662257,Mark Pellington
1181,Q2037657,Tim Hill
1182,Q1161856,Daniel Myrick
1183,Q1291210,Eduardo Sánchez
1184,Q3308437,Michael Patrick Jann
1185,Q3018189,David Kellogg
1186,Q6413901,Kinka Usher
1187,Q14087086,Michael Polish
1188,Q53002,François Truffaut
1189,Q1388109,Gene Saks
1190,Q707773,Peter R. Hunt
1191,Q6176193,Jeffrey Obrow
1192,Q432246,Bertrand Blier
1193,Q3177440,Jerrold Freedman
1194,Q318292,Roger Corman
1195,Q114340505,Jeffrey Delman
1196,Q363458,Graeme Clifford
1197,Q310960,Brad Bird
1198,Q1377534,Paul McGuigan
1199,Q64638,Kip Williams
1200,Q630845,James Gray
1201,Q350710,Adam Rifkin
1202,Q2851325,Anne Wheeler
1203,Q4750388,Ana Kokkinos
1204,Q999332,Buck Henry
1205,Q191966,Gene Wilder
1206,Q710041,Ian MacNaughton
1207,Q5592644,Graham Baker
1208,Q1987410,Ken Finkleman
1209,Q3297155,Masami Hata
1210,Q3568984,William T. Hurtz
1211,Q721922,Robert Towne
1212,Q360642,Kevin Williamson
1213,Q22115022,Mic Rodgers
1214,Q333643,Satoshi Kon
1215,Q1089208,Chuck Workman
1216,Q204685,John Gielgud
1217,Q2913350,Nanette Burstein
1218,Q441264,Rand Ravich
1219,Q5931301,Hugh Johnson
1220,Q8071326,Ziad Doueiri
1221,Q1372703,Hampton Fancher
1222,Q3297168,Masanori Hata
1223,Q934087,William Castle
1224,Q340062,George Dunning
1225,Q223233,Sam Mendes
1226,Q312472,Tinto Brass
1227,Q445616,Bob Guccione
1228,Q1120919,Kurt Voss
1229,Q1506831,George Abbott
1230,Q55249,Ken Russell
1231,Q7815546,Tom DeSimone
1232,Q36970,Jackie Chan
1233,Q445608,Eric Tsang
1234,Q331007,Peter Kassovitz
1235,Q6758800,Marek Brodzki
1236,Q2926445,Bruce McCulloch
1237,Q455862,Audrey Wells
1238,Q1494876,Gary Halvorson
1239,Q41675392,Kevin Alyn Elders
1240,Q16875355,John Schultz
1241,Q13587155,Mark Illsley
1242,Q198567,Jake Scott
1243,Q289054,Catherine Breillat
1244,Q669389,Roland Crandall
1245,Q1173200,Dave Fleischer
1246,Q2617428,Willard Bowsky
1247,Q3082672,Frank Kelling
1248,Q3116715,Grim Natwick
1249,Q3481041,Seymour Kneitel
1250,Q3530829,Tom Palmer
1251,Q22101635,Robert G. Leffingwell
1252,Q66756253,William Henning
1253,Q66756262,Thomas Johnson
1254,Q66756278,Winfield Hoskins
1255,Q66756374,Orestes Calpini
1256,Q720360,Don Coscarelli
1257,Q726445,Richard Franklin
1258,Q193146,Anthony Perkins
1259,Q73761,Kimberly Peirce
1260,Q661685,Paul Brickman
1261,Q460297,Yuen Woo-ping
1262,Q123469224,Farhan Rana Rajpoot
1263,Q1699476,John Byrum
1264,Q2405762,Terry Sanders
1265,Q546204,Preston Sturges
1266,Q457250,Henry Hathaway
1267,Q149507,Charles Vidor
1268,Q951570,Régis Wargnier
1269,Q95133,Robert Aldrich
1270,Q363653,Guy Hamilton
1271,Q314882,Terence Young
1272,Q945188,Monte Hellman
1273,Q23830915,David Evans
1274,Q528949,Harmony Korine
1275,Q113410911,Robert Marcarelli
1276,Q103788,Mervyn LeRoy
1277,Q4573,Sean Connery
1278,Q179269,Katherine Helmond
1279,Q223091,Ian Holm
1280,Q223985,Michael Palin
1281,Q235478,Shelley Duvall
1282,Q363271,David Warner
1283,Q381285,Ralph Richardson
1284,Q930691,Peter Vaughan
1285,Q44131,Werner Herzog
1286,Q313256,Bob Fosse
1287,Q1871869,Louis Morneau
1288,Q3843845,Malcolm D. Lee
1289,Q41548,Antonio Banderas
1290,Q4407926,Damon Santostefano
1291,Q503452,Michael Cristofer
1292,Q991554,Bruce Brown
1293,Q773677,George Pavlou
1294,Q1370073,William Malone
1295,Q259913,Spike Jonze
1296,Q55400,Hayao Miyazaki
1297,Q543982,Radu Mihăileanu
1298,Q3098618,Gary Sinyor
1299,Q5108097,Chris Smith
1300,Q372256,Don McKellar
1301,Q913284,Brian Yuzna
1302,Q738529,Oz Scott
1303,Q1723945,Michael Schultz
1304,Q3856170,Michael Gornick
1305,Q103949,Buster Keaton
1306,Q726107,Clyde Bruckman
1307,Q991733,Bruce Malmuth
1308,Q4933188,Bob Logan
1309,Q893766,Boris Sagal
1310,Q3195099,Ken Wiederhorn
1311,Q3101759,George Mendeluk
1312,Q2025957,Maria Maggenti
1313,Q2538092,Kunihiko Yuyama
1314,Q1446528,Richard Shepard
1315,Q1162194,Daniel Pyne
1316,Q78924,Bernhard Wicki
1317,Q316957,Gerd Oswald
1318,Q364342,Darryl F. Zanuck
1319,Q470779,Kinji Fukasaku
1320,Q3177199,Toshio Masuda
1321,Q1300032,W. D. Richter
1322,Q7290527,Ramón Menéndez
1323,Q946909,Gus Meins
1324,Q2960804,Charley Rogers
1325,Q287451,Martin Ritt
1326,Q2829696,Alain Cuniot
1327,Q7816927,Tom Moore
1328,Q380920,Lee Unkrich
1329,Q732529,Ash Brannon
1330,Q120541,Alfred Edward Green
1331,Q1357825,Marshall Neilan
1332,Q50713,Jean Renoir
1333,Q7614889,Steven Kampmann
1334,Q113995405,William Porter
1335,Q39792,Jack Nicholson
1336,Q2507259,Mike Mitchell
1337,Q203804,Tim Roth
1338,Q158250,Peter Bogdanovich
1339,Q588246,Nathan H. Juran
1340,Q1072843,Don Hahn
1341,Q3389481,Pixote Hunt
1342,Q5481077,Francis Glebas
1343,Q7154558,Paul and Gaëtan Brizzi
1344,Q458730,Martha Fiennes
1345,Q3299812,Matthew Warchus
1346,Q361514,James B. Harris
1347,Q7612160,Steve Carr
1348,Q240490,Julie Taymor
1349,Q1392128,Jay Russell
1350,Q2615641,Santosh Sivan
1351,Q1339176,Gene Quintano
1352,Q369717,Bruce Timm
1353,Q3657027,Eric Radomski
1354,Q290962,William Augustus Wellman
1355,Q741623,Hiroshi Teshigahara
1356,Q113119076,Kris Isacsson
1357,Q705631,Art Linson
1358,Q561356,Kevin Allen
1359,Q730984,Dzongsar Jamyang Khyentse Rinpoche
1360,Q3498661,Stephen Surjik
1361,Q2526865,Fran Rubel Kuzui
1362,Q714765,Benoît Poelvoorde
1363,Q1383055,Rémy Belvaux
1364,Q2847332,André Bonzel
1365,Q180272,Gary Sinise
1366,Q2455962,Troy Duffy
1367,Q5386149,Eric Blakeney
1368,Q85821369,Gréta Ólafsdóttir
1369,Q85821468,Susan Muska
1370,Q51488,John Cassavetes
1371,Q543124,Anthony Harvey
1372,Q2964765,Chris Koch
1373,Q15500033,Jun Falkenstein
1374,Q316802,James Clavell
1375,Q1983058,Ben Younger
1376,Q6161684,Jasmin Dizdar
1377,Q5256332,Steven Okazaki
1378,Q36844646,Michael Miller
1379,Q2420942,H. Bruce Humberstone
1380,Q27068030,Pontus Löwenhielm
1381,Q113517854,Patrick von Krusenstjerna
1382,Q16240716,Barry W. Blaustein
1383,Q3101437,George Bowers
1384,Q2636191,Al Reinert
1385,Q779529,Herschell Gordon Lewis
1386,Q550101,Winston Hibler
1387,Q1374215,Rex Allen
1388,Q117862111,Aileen Ritchie
1389,Q3189195,Julie Dash
1390,Q73136,Stanley Kramer
1391,Q1707954,Joseph Sargent
1392,Q113503224,Paul Flaherty
1393,Q6195255,Jim Goddard
1394,Q3161090,James Frawley
1395,Q3026646,Dick Zondag
1396,Q3418313,Ralph Zondag
1397,Q684771,Bill L. Norton
1398,Q286104,Jean Negulesco
1399,Q711178,Roy Ward Baker
1400,Q72756,Raoul Walsh
1401,Q698951,James Wong
1402,Q113456855,Christina Andreef
1403,Q269505,Henry King
1404,Q51498,Robert Siodmak
1405,Q722890,Michael Winner
1406,Q2837665,Allan A. Goldstein
1407,Q18708569,Newt Arnold
1408,Q773066,Sidney Franklin
1409,Q1388800,Gustav Machatý
1410,Q494835,Andrzej Bartkowiak
1411,Q3294204,Mark Piznarski
1412,Q6767910,Mark Hanlon
1413,Q49760,Peter Brook
1414,Q688336,Alain Tanner
1415,Q360140,Luis Valdez
1416,Q1176593,David Seltzer
1417,Q919608,David Silverman
1418,Q3590985,Bibo Bergeron
1419,Q1352043,George Fitzmaurice
1420,Q991682,Bruce Joel Rubin
1421,Q272952,Bonnie Hunt
1422,Q6488485,Pip Karmel
1423,Q5506633,Steve Gordon
1424,Q3337574,Neal Israel
1425,Q562434,Jon Jost
1426,Q125904,Edward Norton
1427,Q3290385,Marek Kanievska
1428,Q910181,Damien O'Donnell
1429,Q722023,Julien Temple
1430,Q369424,Bobcat Goldthwait
1431,Q731760,Morton DaCosta
1432,Q721219,Davis Guggenheim
1433,Q3106705,Gina Prince-Bythewood
1434,Q193628,Sofia Coppola
1435,Q1645420,Bharat Nalluri
1436,Q3299581,Matt Williams
1437,Q113139198,John Swanbeck
1438,Q106375396,Kevin Jordan
1439,Q4679789,Adam Simon
1440,Q107006726,Jonathan Winfrey
1441,Q204537,Justin Kerrigan
1442,Q1670475,Jim McBride
1443,Q53011,Dario Argento
1444,Q3850049,Martin Davidson
1445,Q3973219,Stephen Verona
1446,Q1232155,Stan Dragoti
1447,Q3218068,Scott Alexander and Larry Karaszewski
1448,Q3476164,Scott Alexander
1449,Q15963308,Larry Karaszewski
1450,Q113450139,Peter M. Cohen
1451,Q630981,George Sidney
1452,Q6565236,Barbara Sonneborn
1453,Q22112683,Eric Leighton
1454,Q362824,Todd Phillips
1455,Q5462500,Floyd Mutrux
1456,Q1852104,Tom Dey
1457,Q6271453,Jon Reiss
1458,Q3134025,Herk Harvey
1459,Q927439,David Miller
1460,Q303891,Lewis Gilbert
1461,Q229990,Agnès Varda
1462,Q278657,A. Edward Sutherland
1463,Q2760196,Edward Ludwig
1464,Q1351727,Val Guest
1465,Q345217,Lucio Fulci
1466,Q53018,Marco Ferreri
1467,Q3703328,David Schmoeller
1468,Q4116430,David W. Allen
1469,Q11319,David DeCoteau
1470,Q350970,Jeff Burr
1471,Q3177481,Jerry London
1472,Q1982336,Joe Camp
1473,Q3938200,Robert Alton
1474,Q2032881,Ron Fricke
1475,Q924650,James Komack
1476,Q3342653,Noel Black
1477,Q183347,Lloyd Kaufman
1478,Q944978,Michael Herz
1479,Q3934891,Richard W. Haines
1480,Q3101803,George Ogilvie
1481,Q720893,Mick Garris
1482,Q1138633,Craig R. Baxley
1483,Q365682,Gordon Parks
1484,Q966754,Ivan Passer
1485,Q977453,James Bridges
1486,Q104027,Kirk Douglas
1487,Q8003,Sergei Eisenstein
1488,Q1709329,José Luis Cuerda
1489,Q4727134,Alison Maclean
1490,Q1975096,Peter Lord
1491,Q3705901,Des McAnuff
1492,Q22246164,Lance Hool
1493,Q302418,Aaron Norris
1494,Q922905,Gordon Hessler
1495,Q5541041,George Jackson
1496,Q491809,Mike Hodges
1497,Q441722,Jamie Babbit
1498,Q197311,Zhang Yang
1499,Q55433,Michelangelo Antonioni
1500,Q5605667,Greg Harrison
1501,Q1275443,Jeremy Podeswa
1502,Q1370307,Sam Wanamaker
1503,Q611429,Luis Puenzo
1504,Q1325171,Jūzō Itami
1505,Q270672,Joan Chen
1506,Q16193745,David McNally
1507,Q365726,Nigel Cole
1508,Q55438,Mario Bava
1509,Q6283566,Joseph Green
1510,Q912200,Brian G. Hutton
1511,Q320211,Stan Winston
1512,Q3938313,Robert Hiltzik
1513,Q6143165,James Signorelli
1514,Q650046,Don Edmonds
1515,Q6179101,Jenniphr Goodman
1516,Q2265192,Frédéric Fonteyne
1517,Q24640014,Fenton Bailey
1518,Q1510192,Gerard Stembridge
1519,Q383768,Tarsem Singh
1520,Q2487109,Takao Okawara
1521,Q289055,Elliot Silverstein
1522,Q944763,Peyton Reed
1523,Q3308148,Michael Dinner
1524,Q11856301,Douglas Aarniokoski
1525,Q817359,Benito Zambrano
1526,Q23905794,Joe Charbanic
1527,Q337658,Christopher McQuarrie
1528,Q106375924,Rob Walker
1529,Q3728410,Rob Schmidt
1530,Q991765,Bruce Paltrow
1531,Q956822,John Ottman
1532,Q1748401,Fina Torres
1533,Q187033,Sally Field
1534,Q978649,Greg Berlanti
1535,Q467484,Karyn Kusama
1536,Q573338,Anthony Hickox
1537,Q2662683,William Asher
1538,Q1292174,Edward F. Cline
1539,Q7297692,Ray Kellogg
1540,Q4749238,Amy Holden Jones
1541,Q113119093,Deborah Brock
1542,Q113471471,Sally Mattison
1543,Q113456856,Carol Frank
1544,Q720771,Mamoru Hosoda
1545,Q2836036,Shigeyasu Yamauchi
1546,Q973915,Stephen Kay
1547,Q788314,Raymond De Felitta
1548,Q432655,Rod Lurie
1549,Q718935,Tom Laughlin
1550,Q731331,George Pal
1551,Q2622253,Albert Band
1552,Q1283902,Edgar G. Ulmer
1553,Q313506,Stephen Daldry
1554,Q113443095,Lang Elliott
1555,Q706293,Lau Kar-leung
1556,Q77593,Uli Edel
1557,Q385058,McG
1558,Q19858148,Antony Hoffman
1559,Q968840,Kenneth Lonergan
1560,Q1344373,Kevin Macdonald
1561,Q3499421,Stig Bergqvist
1562,Q18542901,Paul Demeyer
1563,Q2310642,Courtney Solomon
1564,Q562128,Nelson Shin
1565,Q6759770,Margaret Nichols
1566,Q690750,Danny Leiner
1567,Q104791,Ed Harris
1568,Q773523,Terence Davies
1569,Q772880,Patrick Lussier
1570,Q1273499,E. Elias Merhige
1571,Q40531,John Wayne
1572,Q759186,Ronald F. Maxwell
1573,Q2075917,George Gallo
1574,Q3132663,Henry Bromell
1575,Q722764,Jack Hill
1576,Q4275637,Francine McDougall
1577,Q350903,Adam Shankman
1578,Q722352,Dominik Moll
1579,Q366223,Robert K. Weiss
1580,Q1038375,Carl Gottlieb
1581,Q6708614,Lyndall Hobbs
1582,Q726095,John Flynn
1583,Q73007,Cheech Marin
1584,Q6184295,Jerry Rees
1585,Q16865964,Cutler
1586,Q3498899,Steve De Jarnatt
1587,Q5607525,John R. Cherry III
1588,Q457559,John Mackenzie
1589,Q41871,Paul Newman
1590,Q2907674,Bob Giraldi
1591,Q454156,Elaine May
1592,Q2160855,Rod Daniel
1593,Q5525138,Gary Goddard
1594,Q106270865,Charlie Loventhal
1595,Q3376961,Peter Werner
1596,Q1647046,Vic Sarin
1597,Q2449260,Cesc Gay
1598,Q921754,Chuck Sheetz
1599,Q7172576,Peter Askin
1600,Q3330820,Harry Sinclair
1601,Q23901322,Demian Lichtenstein
1602,Q3701680,Daniel Minahan
1603,Q329958,Tommy O'Haver
1604,Q655877,Frances Reid
1605,Q4908995,Bill Fishman
1606,Q1559143,Ralph Nelson
1607,Q55230,Emeric Pressburger
1608,Q486895,Robert Fuest
1609,Q1375852,Sheldon Lettich
1610,Q3430649,Richard A. Colla
1611,Q919992,Joe Roth
1612,Q8999922,J. B. Rogers
1613,Q3776570,Gregory Poirier
1614,Q55215,Alejandro González Iñárritu
1615,Q6501599,Laurie Gwen Shapiro
1616,Q113509719,David Shapiro
1617,Q4908872,Bill Eagles
1618,Q7325329,Richard Dutcher
1619,Q444638,Sharon Maguire
1620,Q3298323,Dennie Gordon
1621,Q504503,Andrew Dominik
1622,Q315826,Tom Green
1623,Q6277116,Jordan Walker-Pearlman
1624,Q962552,Harald Zwart
1625,Q266535,François Ozon
1626,Q55415,Leni Riefenstahl
1627,Q443351,Fred de Cordova
1628,Q956227,Colin Higgins
1629,Q541764,Roy Rowland
1630,Q260969,Jules Dassin
1631,Q2264148,Jehane Noujaim
1632,Q432845,Andrew Adamson
1633,Q4011210,Vicky Jenson
1634,Q474266,Amos Kollek
1635,Q288424,Éric Valli
1636,Q19961070,Donald Wrye
1637,Q454289,Dale Launer
1638,Q716700,Edward Yang
1639,Q322842,Luke Greenfield
1640,Q446318,Thomas Bezucha
1641,Q232902,Jennifer Jason Leigh
1642,Q316629,Alan Cumming
1643,Q1681872,Jan Hřebejk
1644,Q5174827,Costa Botes
1645,Q735355,Peter Markle
1646,Q944198,John Stockwell
1647,Q15079,Louis C.K.
1648,Q4679450,Adam Marcus
1649,Q1703182,Jonathan Glazer
1650,Q1357018,Raoul Peck
1651,Q6504110,Lawrence Guterman
1652,Q2964812,Chris Nahon
1653,Q470097,Léa Pool
1654,Q295015,Virginie Despentes
1655,Q2997003,Coralie Trinh Thi
1656,Q53026,Mario Monicelli
1657,Q1230959,Hal Needham
1658,Q95111,Norman Taurog
1659,Q11242214,Lee Frost
1660,Q60858,Douglas Sirk
1661,Q716310,Alexander Mackendrick
1662,Q53044,Elio Petri
1663,Q704161,Lo Wei
1664,Q16397,Bruce Lee
1665,Q1888426,Robert Clouse
1666,Q312525,Hironobu Sakaguchi
1667,Q721107,Robert Luketic
1668,Q3439025,Roger Gnoan Mbala
1669,Q595112,Joel Hopkins
1670,Q295964,Jon Favreau
1671,Q6132212,James D. Stern
1672,Q1900331,Mark Osborne
1673,Q22323300,George Casey
1674,Q934027,Ernest Thompson
1675,Q276186,Aki Kaurismäki
1676,Q361443,Bud Yorkin
1677,Q2837668,Allan Arkush
1678,Q993643,Bruno Nuytten
1679,Q519772,Joan Micklin Silver
1680,Q719827,Mark Goldblatt
1681,Q1001362,Buddy Van Horn
1682,Q5217295,Daniel Goldberg
1683,Q2927491,Bud S. Smith
1684,Q26263374,Frank LaLoggia
1685,Q2003193,Bob Swaim
1686,Q270560,Paul Mazursky
1687,Q8017559,William Richert
1688,Q61128,Percy Adlon
1689,Q498430,Dan O'Bannon
1690,Q5534071,Geoff Burrowes
1691,Q345994,George Sluizer
1692,Q738544,Shinya Tsukamoto
1693,Q267138,Yahoo Serious
1694,Q328555,Sam Firstenberg
1695,Q36477574,Bob Radler
1696,Q1386207,Albert Pyun
1697,Q932508,Gary David Goldberg
1698,Q43874,Eddie Murphy
1699,Q1177260,David Worth
1700,Q1900017,Mark DiSalle
1701,Q22917876,Richard Greenberg
1702,Q3525240,Thomas J. Wright
1703,Q443995,John Cameron Mitchell
1704,Q1010227,Silvio Soldini
1705,Q53834,Kiyoshi Kurosawa
